	AveExpr	Coef	t	P.value	F	F.p.value	Results	Genes.ENSEMBL	Genes.SYMBOL	Genes.TXCHROM
ENSMUSG00000021115	4.72751585471421	-0.00187026888229802	-0.00799462053635376	0.993765716446601	6.39139575202893e-05	0.993765716446601	0	ENSMUSG00000021115	Vrk1	chr12
ENSMUSG00000021116	-2.63546000828166	1.0434491784816	0.581606244885779	0.572662494101458	0.338265824090137	0.572662494101458	0	ENSMUSG00000021116	Eif2s1	chr12
ENSMUSG00000021118	-2.2844242922665	-1.60522858001842	-1.02012117936173	0.329777601394348	1.04064722058237	0.329777601394348	0	ENSMUSG00000021118	Plek2	chr12
ENSMUSG00000021120	3.64012484481764	0.0284531574700035	0.0943767991940225	0.926522263791276	0.00890698022610884	0.926522263791276	0	ENSMUSG00000021120	Pigh	chr12
ENSMUSG00000021123	5.66838057016351	-0.106173496307818	-0.55898542470476	0.587471328197133	0.31246470503236	0.587471328197133	0	ENSMUSG00000021123	Rdh12	chr12
ENSMUSG00000021124	3.96844310093682	-0.302399133074751	-1.0616183181911	0.311363321556461	1.12703345351889	0.311363321556461	0	ENSMUSG00000021124	Vti1b	chr12
ENSMUSG00000021125	0.0103979747826346	0.755997975958111	0.797817460733023	0.442009701752652	0.636512700650489	0.442009701752652	0	ENSMUSG00000021125	Arg2	chr12
ENSMUSG00000021127	1.09320540320118	-0.198360217559011	-0.258616728281709	0.800749067568953	0.0668826121471354	0.800749067568953	0	ENSMUSG00000021127	Zfp36l1	chr12
ENSMUSG00000021130	5.13046992703779	-0.162409151195124	-0.834431733057347	0.421947701653844	0.696276317133088	0.421947701653844	0	ENSMUSG00000021130	Galnt16	chr12
ENSMUSG00000021131	6.1529245746626	-0.100954380560546	-0.537444417761573	0.601759295754708	0.288846502183076	0.601759295754708	0	ENSMUSG00000021131	Erh	chr12
ENSMUSG00000021133	3.14559304028848	-0.431508891491775	-1.14835106072317	0.275399430144959	1.31871015866404	0.275399430144959	0	ENSMUSG00000021133	Susd6	chr12
ENSMUSG00000021134	0.721661925031193	-0.17486977956128	-0.267108810273549	0.794371167429142	0.071347116525751	0.794371167429142	0	ENSMUSG00000021134	Srsf5	chr12
ENSMUSG00000021135	-0.800574972030449	1.45944523435735	1.04697848310483	0.317769603716048	1.09616394408448	0.317769603716048	0	ENSMUSG00000021135	Slc10a1	chr12
ENSMUSG00000021136	4.99260170157322	-0.205608294896195	-0.721419277145936	0.485837397598482	0.520445773437765	0.485837397598482	0	ENSMUSG00000021136	Smoc1	chr12
ENSMUSG00000021139	0.104792533667972	-0.874460823643011	-0.864899036039301	0.405725573949786	0.748050342541712	0.405725573949786	0	ENSMUSG00000021139	S2bpcox16	chr12
ENSMUSG00000021140	5.82622926937116	0.0205597023400346	0.121077873912802	0.905832340524789	0.0146598515512443	0.905832340524789	0	ENSMUSG00000021140	Pcnx1	chr12
ENSMUSG00000021143	5.62146697705969	0.27759219422189	1.28329757722383	0.225998603728191	1.64685267170855	0.225998603728191	0	ENSMUSG00000021143	Pacs2	chr12
ENSMUSG00000021144	5.28563175046245	0.119712226837411	0.596891455559824	0.562771654832367	0.356279409720326	0.562771654832367	0	ENSMUSG00000021144	Mta1	chr12
ENSMUSG00000021147	6.26724673060078	-0.145179649349586	-0.912443308643077	0.381272151093668	0.832552791487526	0.381272151093668	0	ENSMUSG00000021147	Wdr37	chr13
ENSMUSG00000021148	5.22924471666412	0.0607399446646237	0.298996368566598	0.770565903836927	0.0893988284160127	0.770565903836927	0	ENSMUSG00000021148	Idi2l	NA
ENSMUSG00000021156	5.38119477192991	-0.0591837771833106	-0.257285914583158	0.801749953804537	0.0661960418428921	0.801749953804537	0	ENSMUSG00000021156	Zmynd11	chr13
ENSMUSG00000021171	7.48455275444665	-0.0228960739701813	-0.123916789900682	0.903636548323504	0.0153553708192898	0.903636548323504	0	ENSMUSG00000021171	Esyt2	chr12
ENSMUSG00000021175	-0.512078717976014	-0.940759420032433	-1.02917686152143	0.325691727360177	1.0592050122911	0.325691727360177	0	ENSMUSG00000021175	Cdca7l	chr12
ENSMUSG00000021176	2.84763998627694	0.357928267273255	0.646293506987892	0.53146023284003	0.417695297174709	0.53146023284003	0	ENSMUSG00000021176	Efcab11	chr12
ENSMUSG00000021177	5.30821781720809	-0.0315821089412545	-0.137250695001092	0.893334861755655	0.0188377532782829	0.893334861755655	0	ENSMUSG00000021177	Tdp1	chr12
ENSMUSG00000021178	1.52743131003217	-0.0861357308899471	-0.153168112502514	0.881064211725142	0.0234604706875827	0.881064211725142	0	ENSMUSG00000021178	Psmc1	chr12
ENSMUSG00000021179	2.4998764309182	-0.136664593290211	-0.331458999919191	0.746582594721641	0.10986506862743	0.746582594721641	0	ENSMUSG00000021179	Nrde2	chr12
ENSMUSG00000021180	5.44426655269257	0.244592422984574	1.09190615026032	0.298419448523142	1.19225904097631	0.298419448523142	0	ENSMUSG00000021180	Rps6ka5	chr12
ENSMUSG00000021182	7.79754138376956	-0.082824052864936	-0.511400329563699	0.619270061634008	0.26153029707786	0.619270061634008	0	ENSMUSG00000021182	Ccdc88c	chr12
ENSMUSG00000021185	4.39648292944674	0.524207040156023	1.7803060428211	0.102878813116955	3.16948960610533	0.102878813116955	0	ENSMUSG00000021185	Dglucy	chr12
ENSMUSG00000021186	1.50254806863459	-0.0950852532553694	-0.136872194007791	0.893627015252163	0.0187339974925063	0.893627015252163	0	ENSMUSG00000021186	Fbln5	chr12
ENSMUSG00000021188	6.35346021920676	-0.237723183690974	-1.26918768261346	0.230803101555516	1.61083737369773	0.230803101555516	0	ENSMUSG00000021188	Trip11	chr12
ENSMUSG00000021189	7.0037876627245	0.0546544881268671	0.34823642217387	0.73429468948325	0.121268605728458	0.73429468948325	0	ENSMUSG00000021189	Atxn3	chr12
ENSMUSG00000021190	7.90366807728586	-0.0478214623371374	-0.267849673678613	0.793815485508157	0.0717434476897395	0.793815485508157	0	ENSMUSG00000021190	Lgmn	chr12
ENSMUSG00000021192	4.70241017709144	0.347476893073545	1.37018406569725	0.198187135886807	1.87740437389065	0.198187135886807	0	ENSMUSG00000021192	Golga5	chr12
ENSMUSG00000021193	7.24450112491264	-0.0264084525347119	-0.179759346453158	0.860639405321925	0.0323134226372665	0.860639405321925	0	ENSMUSG00000021193	Pitrm1	chr13
ENSMUSG00000021196	7.03645453457539	0.015081352384569	0.0770642204063052	0.939968732990404	0.00593889406683158	0.939968732990404	0	ENSMUSG00000021196	Pfkp	chr13
ENSMUSG00000021198	0.0785077387846389	0.431752899165444	0.487170659871708	0.635785930207444	0.237335251839836	0.635785930207444	0	ENSMUSG00000021198	Unc79	chr12
ENSMUSG00000021200	-2.11460633152002	-0.359207888860447	-0.219079966849526	0.830635718724296	0.0479960318747893	0.830635718724296	0	ENSMUSG00000021200	Asb2	chr12
ENSMUSG00000021203	3.59357845506864	0.111881851387834	0.31761360864496	0.756778991465497	0.100878404396474	0.756778991465497	0	ENSMUSG00000021203	Otub2	chr12
ENSMUSG00000021208	6.63078402264409	-0.182763834425984	-1.11787467213699	0.287651657663745	1.24964378260538	0.287651657663745	0	ENSMUSG00000021208	Ifi27l2b	chr12
ENSMUSG00000021209	0.347085576058523	1.26249104739571	1.42242441665599	0.182882181258855	2.02329122109913	0.182882181258855	0	ENSMUSG00000021209	Ppp4r4	chr12
ENSMUSG00000021213	-0.865165807470578	-0.157383018746579	-0.117435148902147	0.908651051025124	0.0137910141976694	0.908651051025124	0	ENSMUSG00000021213	Akr1c13	chr13
ENSMUSG00000021218	6.73300782679606	-0.0731793843834527	-0.496735255458463	0.629240891503112	0.246745914015384	0.629240891503112	0	ENSMUSG00000021218	Gdi2	chr13
ENSMUSG00000021219	0.579138544105397	-0.696041484499933	-0.949265308894361	0.36305666036778	0.901104626670307	0.36305666036778	0	ENSMUSG00000021219	Rgs6	chr12
ENSMUSG00000021221	1.40117431752036	-0.190346036402797	-0.271086061025146	0.791389451039698	0.073487652482129	0.791389451039698	0	ENSMUSG00000021221	Dpf3	chr12
ENSMUSG00000021222	4.80388740866534	0.0480456217035865	0.17594566278593	0.863562549206826	0.0309568762531801	0.863562549206826	0	ENSMUSG00000021222	Dcaf4	chr12
ENSMUSG00000021223	6.53780099497988	0.01860489862998	0.0732019511529838	0.942971337318473	0.00535852565260382	0.942971337318473	0	ENSMUSG00000021223	Papln	chr12
ENSMUSG00000021224	5.9128181783885	-0.0448199460154779	-0.257611966780416	0.801504700071291	0.0663639254284742	0.801504700071291	0	ENSMUSG00000021224	Numb	chr12
ENSMUSG00000021228	0.665084350226252	-0.702796548228628	-0.990617263725654	0.343352079455279	0.981322563191302	0.343352079455279	0	ENSMUSG00000021228	Acot3	chr12
ENSMUSG00000021234	3.46408006273335	0.0393668909603702	0.113255669647919	0.91188671508743	0.0128268467073985	0.91188671508743	0	ENSMUSG00000021234	Fam161b	chr12
ENSMUSG00000021235	5.14357513684416	-0.272180326501138	-1.08914454155125	0.29958241995584	1.18623583239088	0.29958241995584	0	ENSMUSG00000021235	Coq6	chr12
ENSMUSG00000021236	5.344297285287	-0.0949460341671937	-0.521855531730192	0.612209932956461	0.272333195997402	0.612209932956461	0	ENSMUSG00000021236	Entpd5	chr12
ENSMUSG00000021238	4.77762436462596	0.0567608241679753	0.161719250705096	0.874485416072883	0.0261531160486176	0.874485416072883	0	ENSMUSG00000021238	Aldh6a1	chr12
ENSMUSG00000021239	-0.153533330255855	0.484675267959832	0.448778113368431	0.662381958039784	0.201401795038529	0.662381958039784	0	ENSMUSG00000021239	Vsx2	chr12
ENSMUSG00000021241	0.206994604102402	1.62516851391068	1.69079495190947	0.119232395678985	2.85878756940254	0.119232395678985	0	ENSMUSG00000021241	Isca2	chr12
ENSMUSG00000021242	6.48703946959163	-0.210034999924694	-0.771026642453945	0.457078295569882	0.594482083373804	0.457078295569882	0	ENSMUSG00000021242	Npc2	chr12
ENSMUSG00000021243	5.98142526719069	0.282522338967286	1.54970274652055	0.14974048357198	2.40157860257334	0.14974048357198	0	ENSMUSG00000021243	Fcf1	chr12
ENSMUSG00000021244	6.53262361515064	0.13400349280626	0.805501375936963	0.437748376351769	0.64883246663634	0.437748376351769	0	ENSMUSG00000021244	Ylpm1	chr12
ENSMUSG00000021245	6.20161939357175	-0.149145106673069	-0.860799771771259	0.407883153898852	0.740976247081451	0.407883153898852	0	ENSMUSG00000021245	Mlh3	chr12
ENSMUSG00000021248	2.7760764025324	0.4446880906758	1.25507078375765	0.235692584292421	1.57520267224204	0.235692584292421	0	ENSMUSG00000021248	Tmed10	chr12
ENSMUSG00000021250	0.808094992344137	-0.0216112604058745	-0.0287474273716492	0.977585583758667	0.000826414580488248	0.977585583758667	0	ENSMUSG00000021250	Fos	chr12
ENSMUSG00000021252	2.11055825361046	0.283066064644402	0.598106325403503	0.561989584932293	0.357731176487681	0.561989584932293	0	ENSMUSG00000021252	Erg28	chr12
ENSMUSG00000021253	0.444244316973691	0.94787211940921	0.784361728011133	0.449537024097381	0.615223320368611	0.449537024097381	0	ENSMUSG00000021253	Tgfb3	chr12
ENSMUSG00000021254	4.39165944405584	0.138645398829056	0.593750843531312	0.564796194908461	0.352540064194145	0.564796194908461	0	ENSMUSG00000021254	Gpatch2l	chr12
ENSMUSG00000021256	-0.432548837375163	-0.712121136293229	-0.69330276091896	0.502624365052969	0.480668718297853	0.502624365052969	0	ENSMUSG00000021256	Vash1	chr12
ENSMUSG00000021258	4.63173801177792	0.145642111768486	0.488907693192697	0.634594840091393	0.239030732463004	0.634594840091393	0	ENSMUSG00000021258	Ccnk	chr12
ENSMUSG00000021259	3.4160718995801	0.270425318088635	0.650566002734292	0.528800292793646	0.423236123913675	0.528800292793646	0	ENSMUSG00000021259	Cyp46a1	chr12
ENSMUSG00000021262	3.85677015901022	0.351587412101718	1.22120555580995	0.247763110336525	1.4913430095411	0.247763110336525	0	ENSMUSG00000021262	Evl	chr12
ENSMUSG00000021263	3.87137580336978	-0.01690647558652	-0.0529454171681326	0.958733212018018	0.00280321719910759	0.958733212018018	0	ENSMUSG00000021263	Degs2	chr12
ENSMUSG00000021264	2.50358514080643	0.248923480031516	0.51103354333418	0.619518478974811	0.261155282412687	0.619518478974811	0	ENSMUSG00000021264	Yy1	chr12
ENSMUSG00000021265	5.88708807489227	-0.172523136486034	-1.02216646953531	0.328851476563599	1.04482429144228	0.328851476563599	0	ENSMUSG00000021265	Slc25a29	chr12
ENSMUSG00000021266	4.24848219807555	0.225503393437802	0.916864015944718	0.379051915557611	0.840639623734275	0.379051915557611	0	ENSMUSG00000021266	Wars1	chr12
ENSMUSG00000021270	8.43307390830898	0.0360539835675997	0.247278749652795	0.80928799289104	0.0611467800298496	0.80928799289104	0	ENSMUSG00000021270	Hsp90aa1	chr12
ENSMUSG00000021271	1.18953499991466	-0.240331336592448	-0.285548406347599	0.780576845857077	0.0815378923676536	0.780576845857077	0	ENSMUSG00000021271	Zfp839	chr12
ENSMUSG00000021273	4.37970032582688	-0.786922952519977	-2.20482272853869	0.0498789398717818	4.8612432642808	0.0498789398717818	0	ENSMUSG00000021273	Fdft1	chr14
ENSMUSG00000021275	5.04891613801192	-0.0124351037204509	-0.0585613912001401	0.954361199346281	0.00342943653929584	0.954361199346281	0	ENSMUSG00000021275	Tecpr2	chr12
ENSMUSG00000021276	3.26003033241167	0.318333503562369	0.907816669503845	0.383605560785884	0.824131105429054	0.383605560785884	0	ENSMUSG00000021276	Cinp	chr12
ENSMUSG00000021277	6.00799023910532	-0.0590348985865639	-0.202219734829205	0.843469477906694	0.0408928211543939	0.843469477906694	0	ENSMUSG00000021277	Traf3	chr12
ENSMUSG00000021278	5.81595111768997	-0.137416676129783	-0.773346781984323	0.455760397960585	0.598065245205507	0.455760397960585	0	ENSMUSG00000021278	Amn	chr12
ENSMUSG00000021279	7.75164596076569	0.0091358897964966	0.0598474483930598	0.953360224485286	0.00358171707915996	0.953360224485286	0	ENSMUSG00000021279	Cdc42bpb	chr12
ENSMUSG00000021281	2.70228374925293	0.0743821169826697	0.18178361782541	0.859088708056791	0.0330452837096947	0.859088708056791	0	ENSMUSG00000021281	Tnfaip2	chr12
ENSMUSG00000021282	-1.76549102874254	0.223378128614072	0.138496818776174	0.892373133521097	0.0191813688111204	0.892373133521097	0	ENSMUSG00000021282	Eif5	chr12
ENSMUSG00000021285	6.64633676238539	-0.0122906854559988	-0.0628947994142611	0.950988723512153	0.00395575579336013	0.950988723512153	0	ENSMUSG00000021285	Ppp1r13b	chr12
ENSMUSG00000021286	5.97950589368885	0.00599874197004535	0.0313655300345077	0.975544945013366	0.000983796474345608	0.975544945013366	0	ENSMUSG00000021286	Zfyve21	chr12
ENSMUSG00000021287	6.22534196971831	0.24238258956592	1.49396457227218	0.16355595677571	2.23193014320441	0.16355595677571	0	ENSMUSG00000021287	Xrcc3	chr12
ENSMUSG00000021288	5.19058930774117	-0.0710313260846469	-0.297770593964848	0.771476620546531	0.0886673266301782	0.771476620546531	0	ENSMUSG00000021288	Klc1	chr12
ENSMUSG00000021294	1.42846770686011	0.417159070983785	0.789382610634908	0.446718599734579	0.623124905972783	0.446718599734579	0	ENSMUSG00000021294	Kif26a	chr12
ENSMUSG00000021298	2.7187471444922	0.0714863609803538	0.179274438733921	0.861010961338415	0.0321393243833622	0.861010961338415	0	ENSMUSG00000021298	Gpr132	chr12
ENSMUSG00000021301	1.85652090767657	0.519306258094526	1.12705477197354	0.283917515438287	1.27025245902833	0.283917515438287	0	ENSMUSG00000021301	Hecw1	chr13
ENSMUSG00000021302	-0.802103194730202	0.928060662482565	0.60854033227151	0.555297509794097	0.37032133600112	0.555297509794097	0	ENSMUSG00000021302	Ggps1	chr13
ENSMUSG00000021303	5.29850555329377	-0.0538185410525545	-0.268465615819818	0.793353591356338	0.0720737868775143	0.793353591356338	0	ENSMUSG00000021303	Gng4	chr13
ENSMUSG00000021306	1.70535040872589	-0.173541753920037	-0.279905772784658	0.784789873169148	0.0783472416381764	0.784789873169148	0	ENSMUSG00000021306	Gpr137b	chr13
ENSMUSG00000021311	6.79282842492263	0.0181168576340252	0.123339968516692	0.904082629909474	0.0152127478336987	0.904082629909474	0	ENSMUSG00000021311	Mtr	chr13
ENSMUSG00000021313	-0.895192566484174	-0.5637948286616	-0.354408406617453	0.729793557797098	0.125605318681122	0.729793557797098	0	ENSMUSG00000021313	Ryr2	chr13
ENSMUSG00000021314	-1.36124364762355	0.799693451851934	0.580012050046715	0.573699486085379	0.336413978199393	0.573699486085379	0	ENSMUSG00000021314	Amph	chr13
ENSMUSG00000021318	6.71211976273624	0.107959822990891	0.398798889014009	0.697742265750648	0.159040553878808	0.697742265750648	0	ENSMUSG00000021318	Gli3	chr13
ENSMUSG00000021319	4.10758394094985	0.491590838632507	1.37146368577313	0.197799811896511	1.88091264139442	0.197799811896511	0	ENSMUSG00000021319	Sfrp4	chr13
ENSMUSG00000021322	4.04202094898764	-0.0662646857527771	-0.217968662302449	0.831480085007464	0.0475103377459191	0.831480085007464	0	ENSMUSG00000021322	Aoah	chr13
ENSMUSG00000021326	2.49761045416806	0.014340023151286	0.0335947054445286	0.97380759305304	0.00112860423390464	0.97380759305304	0	ENSMUSG00000021326	Trim27	chr13
ENSMUSG00000021335	3.46233131113278	0.0673944692400901	0.178464471246073	0.861631669741621	0.0318495674971406	0.861631669741621	0	ENSMUSG00000021335	Slc17a1	chr13
ENSMUSG00000021336	4.72318302838841	-0.219709287056316	-0.74406613853338	0.472571109616534	0.553634418511974	0.472571109616534	0	ENSMUSG00000021336	Slc17a4	chr13
ENSMUSG00000021337	1.72336606621783	-0.0612689275290532	-0.097071520910999	0.924431349825888	0.00942288017197451	0.924431349825888	0	ENSMUSG00000021337	Scgn	chr13
ENSMUSG00000021338	5.06501484493923	0.128334942867594	0.45013755494767	0.661431567631688	0.202623818374266	0.661431567631688	0	ENSMUSG00000021338	Carmil1	chr13
ENSMUSG00000021356	3.54962210283025	0.00811289006736482	0.0204181216891093	0.984078770894044	0.000416899693311277	0.984078770894044	0	ENSMUSG00000021356	Irf4	chr13
ENSMUSG00000021357	4.44066101103782	0.102210370051102	0.319705380281047	0.755235349356718	0.102211530180649	0.755235349356718	0	ENSMUSG00000021357	Exoc2	chr13
ENSMUSG00000021359	3.38716859507007	0.00643519090250333	0.0182826007537522	0.985743749759891	0.000334253490321099	0.985743749759891	0	ENSMUSG00000021359	Tfap2a	chr13
ENSMUSG00000021360	2.02443141871394	0.618574624423771	1.37931707153536	0.195436523247899	1.90251558382887	0.195436523247899	0	ENSMUSG00000021360	Gcnt2	chr13
ENSMUSG00000021362	2.51561865203515	0.0530929269998337	0.119532609823673	0.907027889928109	0.0142880448112584	0.907027889928109	0	ENSMUSG00000021362	Gcm2	chr13
ENSMUSG00000021363	-0.517948792758807	0.557544710794791	0.398597298874749	0.697886494174561	0.158879806670246	0.697886494174561	0	ENSMUSG00000021363	Mak	chr13
ENSMUSG00000021364	7.63171997861182	-0.114030767290452	-0.717509990225984	0.488150540929468	0.514820586074092	0.488150540929468	0	ENSMUSG00000021364	Elovl2	chr13
ENSMUSG00000021365	6.74637303676077	-0.356798446139773	-1.81500615131938	0.0971055949439443	3.2942473293272	0.0971055949439443	0	ENSMUSG00000021365	Nedd9	chr13
ENSMUSG00000021366	-0.291938089748677	1.02645909318504	0.980549678574331	0.348076261480637	0.961477672152224	0.348076261480637	0	ENSMUSG00000021366	Hivep1	chr13
ENSMUSG00000021368	-0.63475050998483	-0.577922533831283	-0.555047179368801	0.590070107452788	0.308077371325262	0.590070107452788	0	ENSMUSG00000021368	Tbc1d7	chr13
ENSMUSG00000021373	6.15781466338444	0.28374802602622	1.82587373771182	0.0953591525306595	3.33381490606573	0.0953591525306595	0	ENSMUSG00000021373	Cap2	chr13
ENSMUSG00000021374	4.32461030185746	0.00611923260231384	0.0150764235386645	0.988243606463275	0.000227298546717198	0.988243606463275	0	ENSMUSG00000021374	Nup153	chr13
ENSMUSG00000021375	5.5663565667353	0.171645446344677	0.902047320062329	0.386529253596803	0.813689367631629	0.386529253596803	0	ENSMUSG00000021375	Kif13a	chr13
ENSMUSG00000021376	1.34623202327815	-0.04063440430826	-0.0637525208213181	0.950321318378246	0.0040643839110726	0.950321318378246	0	ENSMUSG00000021376	Tpmt	chr13
ENSMUSG00000021377	3.94101553494741	-0.217148346920184	-0.717374261171088	0.488230974201422	0.514625830590764	0.488230974201422	0	ENSMUSG00000021377	Dek	chr13
ENSMUSG00000021381	5.82964280303127	-0.099824571590287	-0.493586658623233	0.631391837269103	0.243627789570847	0.631391837269103	0	ENSMUSG00000021381	Barx1	chr13
ENSMUSG00000021384	4.04586499698028	-0.104977349339667	-0.372561228429216	0.716617084852768	0.138801868928686	0.716617084852768	0	ENSMUSG00000021384	Susd3	chr13
ENSMUSG00000021385	7.91079324322614	-0.118350521207173	-0.544711871880313	0.596918844537341	0.296711023367355	0.596918844537341	0	ENSMUSG00000021385	Ippk	chr13
ENSMUSG00000021388	3.59661297568527	0.164843649983943	0.523712072323426	0.610960520594704	0.274274334697297	0.610960520594704	0	ENSMUSG00000021388	Aspn	chr13
ENSMUSG00000021391	5.83794723637203	-0.00587334073443735	-0.0292755323906933	0.977173946656075	0.000857056796758531	0.977173946656075	0	ENSMUSG00000021391	Cenpp	chr13
ENSMUSG00000021395	-2.99235264982258	0.208958494889064	0.125317283544201	0.902553629374382	0.0157044215548976	0.902553629374382	0	ENSMUSG00000021395	Spin1	chr13
ENSMUSG00000021400	3.18541661648106	-0.323796955290982	-0.882078660525497	0.396768257479979	0.778062763354455	0.396768257479979	0	ENSMUSG00000021400	Wrnip1	chr13
ENSMUSG00000021408	3.00383699763742	-0.281929100901031	-0.692561306478942	0.503071753517778	0.479641163231819	0.503071753517778	0	ENSMUSG00000021408	Ripk1	chr13
ENSMUSG00000021418	4.21534955958309	0.217458793911851	0.516102455150083	0.616089810064624	0.266361744211943	0.616089810064624	0	ENSMUSG00000021418	Rpp40	chr13
ENSMUSG00000021420	3.51241539380149	-0.189234802866503	-0.447473233660338	0.663294788871289	0.200232294842439	0.663294788871289	0	ENSMUSG00000021420	Fars2	chr13
ENSMUSG00000021423	-0.948101285415758	2.40253294490354	1.768530898316	0.104907621933559	3.1277015382984	0.104907621933559	0	ENSMUSG00000021423	Ly86	chr13
ENSMUSG00000021428	4.0180335740754	-0.0710905018965646	-0.258957167201516	0.800493088211203	0.0670588144450339	0.800493088211203	0	ENSMUSG00000021428	Riok1	chr13
ENSMUSG00000021431	3.96212065809953	0.2018556610028	0.363658068288868	0.723067845121976	0.132247190631591	0.723067845121976	0	ENSMUSG00000021431	Snrnp48	chr13
ENSMUSG00000021448	7.55084768761966	0.21519620307492	1.33036658290007	0.210558711158892	1.76987524489721	0.210558711158892	0	ENSMUSG00000021448	Shc3	chr13
ENSMUSG00000021451	0.646902985193558	0.711816939672443	0.841066707961819	0.418378345111369	0.707393207241732	0.418378345111369	0	ENSMUSG00000021451	Sema4d	chr13
ENSMUSG00000021456	1.06113257679422	-0.526629295636619	-0.815024822681449	0.432504489336066	0.664265461586928	0.432504489336066	0	ENSMUSG00000021456	Fbp2	chr13
ENSMUSG00000021457	-1.88371740467136	0.601111715034305	0.344422430202525	0.737081412050093	0.118626810426613	0.737081412050093	0	ENSMUSG00000021457	Syk	chr13
ENSMUSG00000021458	5.33064915475548	0.107974376815243	0.301931916587407	0.768386344103298	0.0911628822541452	0.768386344103298	0	ENSMUSG00000021458	Aopep	chr13
ENSMUSG00000021460	2.6768993625025	0.258364987038886	0.5748542026869	0.577061515732257	0.330457354346791	0.577061515732257	0	ENSMUSG00000021460	Auh	chr13
ENSMUSG00000021461	5.34355400032002	-0.289591103032571	-1.36832352615415	0.198751425905098	1.87230927222694	0.198751425905098	0	ENSMUSG00000021461	Fancc	chr13
ENSMUSG00000021464	2.93086862234304	0.0944394901060748	0.155572185694373	0.879213673181968	0.0242027049617245	0.879213673181968	0	ENSMUSG00000021464	Ror2	chr13
ENSMUSG00000021466	-1.81758079778176	-0.19638765558855	-0.118660324593153	0.907702871442137	0.0140802726325525	0.907702871442137	0	ENSMUSG00000021466	Ptch1	chr13
ENSMUSG00000021474	-1.66608133881605	2.14797261740121	1.53036019859094	0.1544155886583	2.34200233743131	0.1544155886583	0	ENSMUSG00000021474	Sfxn1	chr13
ENSMUSG00000021476	0.995601243735044	-0.790703360020251	-1.18618755784299	0.26075886824788	1.40704092238152	0.26075886824788	0	ENSMUSG00000021476	Habp4	chr13
ENSMUSG00000021478	3.28995894419486	0.27590643961046	0.828875778451444	0.424952233366453	0.687035056103488	0.424952233366453	0	ENSMUSG00000021478	Drd1	chr13
ENSMUSG00000021481	6.67891072521225	0.014369446201056	0.0923408752222056	0.928102382799119	0.00852683723680295	0.928102382799119	0	ENSMUSG00000021481	Zfp346	chr13
ENSMUSG00000021482	3.09109270040708	-0.156269094181849	-0.440967645278921	0.667854287943451	0.194452464182836	0.667854287943451	0	ENSMUSG00000021482	Prxl2c	chr13
ENSMUSG00000021484	7.97716800044928	0.146866835573729	0.922894473005109	0.376037884522862	0.851734208303377	0.376037884522862	0	ENSMUSG00000021484	Lman2	chr13
ENSMUSG00000021485	5.48703366219137	0.143261413384277	0.603811517898806	0.558324921507515	0.364588349147261	0.558324921507515	0	ENSMUSG00000021485	Mxd3	chr13
ENSMUSG00000021486	4.17805519948171	0.0486457037586412	0.151052288186016	0.882693484968443	0.0228167937662311	0.882693484968443	0	ENSMUSG00000021486	Prelid1	chr13
ENSMUSG00000021488	8.77555504335278	-0.097758685514906	-0.657874203046854	0.524268404786988	0.432798467034533	0.524268404786988	0	ENSMUSG00000021488	Nsd1	chr13
ENSMUSG00000021490	5.33215562639387	-0.0511946253934763	-0.188473044142754	0.853968711986409	0.0355220883684366	0.853968711986409	0	ENSMUSG00000021490	Slc34a1	chr13
ENSMUSG00000021492	6.15702209167772	0.197975707632415	1.00599500517306	0.336226731787546	1.01202595043314	0.336226731787546	0	ENSMUSG00000021492	F12	chr13
ENSMUSG00000021493	6.55404070350922	-0.0978130603467431	-0.567437856032387	0.581914226296063	0.321985720458631	0.581914226296063	0	ENSMUSG00000021493	Pdlim7	chr13
ENSMUSG00000021494	6.38495844608014	-0.154882576474579	-0.863146098394675	0.406647249241122	0.74502118717395	0.406647249241122	0	ENSMUSG00000021494	Ddx41	chr13
ENSMUSG00000021495	8.39186060572818	-0.125845550949842	-0.804552642211987	0.43827305781627	0.647304954090289	0.43827305781627	0	ENSMUSG00000021495	Fam193b	chr13
ENSMUSG00000021496	-1.43961643175266	-0.131218429251679	-0.0878360679177838	0.93159979049167	0.00771517482725752	0.93159979049167	0	ENSMUSG00000021496	Pcbd2	chr13
ENSMUSG00000021497	0.314431635315781	0.298843895787101	0.305102234431905	0.766034823099197	0.0930873734553412	0.766034823099197	0	ENSMUSG00000021497	Txndc15	chr13
ENSMUSG00000021499	2.28008613101172	0.0501706587878477	0.0992520925741068	0.922739815924265	0.00985097788033906	0.922739815924265	0	ENSMUSG00000021499	Catsper3	chr13
ENSMUSG00000021500	3.99281018246609	0.0571076793111391	0.129045194973364	0.899672071657188	0.0166526623457135	0.899672071657188	0	ENSMUSG00000021500	Ddx46	chr13
ENSMUSG00000021501	0.844777703609831	-1.05240824386312	-1.37308595271548	0.197309682214009	1.88536503354459	0.197309682214009	0	ENSMUSG00000021501	Caml	chr13
ENSMUSG00000021504	1.84542751462243	-0.0489563242000932	-0.0617221905560028	0.951901210491066	0.00380962880703153	0.951901210491066	0	ENSMUSG00000021504	B4galt7	chr13
ENSMUSG00000021506	1.95672123324329	0.558245591159799	0.783393699828751	0.450081739646133	0.61370568893138	0.450081739646133	0	ENSMUSG00000021506	Pitx1	chr13
