ensembl_transcript_id	ensembl_gene_id	external_gene_name	chromosome_name	CHR	SYMBOL	ENSEMBL	logFC	logCPM	LR	PValue	FDR
ENSMUST00000051757	ENSMUSG00000046959	Slc26a1	5	5	Slc26a1	ENSMUSG00000046959	0.467667380026206	2.48551949674149	2.30893156738759	0.128632440870974	0.999988599375714
ENSMUST00000019882	ENSMUSG00000019738	Polr2i	7	7	Polr2i	ENSMUSG00000019738	-0.372273199183077	3.18618380665063	2.30727458468013	0.128769656081849	0.999988599375714
ENSMUST00000120566	ENSMUSG00000082454	Gm12183	11	11	Gm12183	ENSMUSG00000082454	0.945858915625715	-0.739861994401627	2.30672199692389	0.128815452274858	0.999988599375714
ENSMUST00000041331	ENSMUSG00000037071	Scd1	19	19	Scd1	ENSMUSG00000037071	-0.311085507421961	6.72788341542728	2.30527102400528	0.128935789306053	0.999988599375714
ENSMUST00000052939	ENSMUSG00000051146	Camk2n2	16	16	Camk2n2	ENSMUSG00000051146	0.587267181541266	0.64281825021515	2.30443786730393	0.129004944090096	0.999988599375714
ENSMUST00000132001	ENSMUSG00000026317	Cln8	8	8	Cln8	ENSMUSG00000026317	0.255055507745263	6.19143403265269	2.30404147671962	0.129037860335035	0.999988599375714
ENSMUST00000001652	ENSMUSG00000021070	Bdkrb2	12	12	Bdkrb2	ENSMUSG00000021070	0.639828229909517	0.104536146399191	2.30339748594612	0.129091357231624	0.999988599375714
ENSMUST00000068916	ENSMUSG00000031570	Plpp5	8	8	Plpp5	ENSMUSG00000031570	-0.270447418990878	4.87362032321212	2.30078904980309	0.129308295261142	0.999988599375714
ENSMUST00000052174	ENSMUSG00000045625	Pigz	16	16	Pigz	ENSMUSG00000045625	0.466844265873097	2.00596132775242	2.29957670641027	0.129409261501084	0.999988599375714
ENSMUST00000021283	ENSMUSG00000020901	Pik3r5	11	11	Pik3r5	ENSMUSG00000020901	0.287412850184013	6.94669654044782	2.29889090467272	0.129466415261086	0.999988599375714
ENSMUST00000030687	ENSMUSG00000028871	Rspo1	4	4	Rspo1	ENSMUSG00000028871	0.664603466094334	0.429923812403507	2.29858873380054	0.129491606686739	0.999988599375714
ENSMUST00000215836	ENSMUSG00000019852	Arfgef3	10	10	Arfgef3	ENSMUSG00000019852	0.620772822608326	2.8417514556836	2.29762146351932	0.129572282953989	0.999988599375714
ENSMUST00000182253	ENSMUSG00000098169	Gm5205	14	14	Gm5205	ENSMUSG00000098169	-2.45119057539107	-2.90010394700029	2.29701364651711	0.129623007273541	0.999988599375714
ENSMUST00000240541	ENSMUSG00000018654	Ikzf1	11	11	Ikzf1	ENSMUSG00000018654	-0.284972052011856	8.15345749872608	2.29596030200741	0.129710964739813	0.999988599375714
ENSMUST00000117397	ENSMUSG00000083316	Gm15185	X	X	Gm15185	ENSMUSG00000083316	0.743299217225103	-0.00853227457728415	2.29277167251235	0.129977630739095	0.999988599375714
ENSMUST00000188404	ENSMUSG00000056293	Gsdmc2	15	15	Gsdmc2	ENSMUSG00000056293	-3.52756206366428	-3.59151564941835	2.29070443836377	0.130150840634554	0.999988599375714
ENSMUST00000029208	ENSMUSG00000018459	Slc13a3	2	2	Slc13a3	ENSMUSG00000018459	0.374316372940288	4.16071876122	2.28929613650272	0.130268987125802	0.999988599375714
ENSMUST00000110273	ENSMUSG00000052180	Serpinb6c	13	13	Serpinb6c	ENSMUSG00000052180	1.65995534291729	-2.40115540454153	2.28885666008425	0.130305880542451	0.999988599375714
ENSMUST00000152308	ENSMUSG00000028655	Mfsd2a	4	4	Mfsd2a	ENSMUSG00000028655	-0.788515637574325	-0.0759085614348035	2.2870961827887	0.130453786950094	0.999988599375714
ENSMUST00000199110	ENSMUSG00000106353	Gm43726	3	3	Gm43726	ENSMUSG00000106353	2.26738451295622	-3.52624702080495	2.28522124570078	0.130611515590104	0.999988599375714
ENSMUST00000117865	ENSMUSG00000082226	Gm715	X	X	Gm715	ENSMUSG00000082226	-0.900906600884135	-1.51129757137146	2.2837371007523	0.130736519747613	0.999988599375714
ENSMUST00000117499	ENSMUSG00000081262	Gm12261	11	11	Gm12261	ENSMUSG00000081262	1.2456926466537	-1.14934118906155	2.28362515553295	0.130745953898761	0.999988599375714
ENSMUST00000043517	ENSMUSG00000040511	Pvr	7	7	Pvr	ENSMUSG00000040511	0.265293294732817	5.46266140225427	2.2834048264819	0.130764524284156	0.999988599375714
ENSMUST00000119417	ENSMUSG00000082896	Gm5844	3	3	Gm5844	ENSMUSG00000082896	-1.34843588523881	-1.97302560793128	2.2806455905124	0.1309973351771	0.999988599375714
ENSMUST00000035075	ENSMUSG00000032494	Cripto	9	9	Cripto	ENSMUSG00000032494	0.749749568159924	-0.805720476142375	2.28057685348384	0.131003140772379	0.999988599375714
ENSMUST00000138532	ENSMUSG00000024807	Syvn1	19	19	Syvn1	ENSMUSG00000024807	-0.235643915165534	6.32837398430413	2.27926336842301	0.131114134144541	0.999988599375714
ENSMUST00000079601	ENSMUSG00000013089	Etv5	16	16	Etv5	ENSMUSG00000013089	0.237142555961778	5.51006998151587	2.27904462322675	0.131132628949421	0.999988599375714
ENSMUST00000004470	ENSMUSG00000004356	Utp20	10	10	Utp20	ENSMUSG00000004356	0.249060566076726	5.92404232689824	2.27791469591406	0.131228210140242	0.999988599375714
ENSMUST00000190851	ENSMUSG00000023262	Acy1	9	9	Acy1	ENSMUSG00000023262	0.393303832639358	3.03245586608932	2.27779197625254	0.131238595744471	0.999988599375714
ENSMUST00000107802	ENSMUSG00000034317	Trim59	3	3	Trim59	ENSMUSG00000034317	-0.326121519396801	5.210840236124	2.27600580218081	0.131389861178472	0.999988599375714
ENSMUST00000004622	ENSMUSG00000004508	Gab2	7	7	Gab2	ENSMUSG00000004508	0.209426082866035	6.64402808139429	2.27421071261932	0.131542077670447	0.999988599375714
ENSMUST00000118505	ENSMUSG00000083554	Gm6645	X	X	Gm6645	ENSMUSG00000083554	-0.982757186716943	-0.641243321535206	2.27191734456522	0.131736832603085	0.999988599375714
ENSMUST00000117470	ENSMUSG00000082633	Gm15779	6	6	Gm15779	ENSMUSG00000082633	-1.80839999881367	-3.15912555065715	2.26934087433423	0.131956012804525	0.999988599375714
ENSMUST00000117207	ENSMUSG00000081476	Itpa-ps1	2	2	Itpa-ps1	ENSMUSG00000081476	-0.927992798503761	-0.42129781322678	2.26876439684951	0.132005109426803	0.999988599375714
ENSMUST00000118614	ENSMUSG00000082576	Gm12058	11	11	Gm12058	ENSMUSG00000082576	-2.18666585111192	-2.9969290752223	2.26794175387089	0.132075206442626	0.999988599375714
ENSMUST00000112504	ENSMUSG00000080205	Gm15526	6	6	Gm15526	ENSMUSG00000080205	1.32325637794539	-2.57024972597336	2.26562977630904	0.132272431561843	0.999988599375714
ENSMUST00000067931	ENSMUSG00000054723	Vmac	17	17	Vmac	ENSMUSG00000054723	-0.384863300635279	3.24170209045163	2.26501864316264	0.132324619702505	0.999988599375714
ENSMUST00000185806	ENSMUSG00000101795	Gm5835	1	1	Gm5835	ENSMUSG00000101795	-0.916686784306258	-0.820749028973949	2.26344509148822	0.132459100089685	0.999988599375714
ENSMUST00000001792	ENSMUSG00000001741	Il16	7	7	Il16	ENSMUSG00000001741	-0.211891922387734	6.87486720026837	2.26213391400235	0.132571273776319	0.999988599375714
ENSMUST00000249953	ENSMUSG00000121932		6	6		ENSMUSG00000121932	-2.77819662366915	-2.34777981637144	2.26194378817394	0.132587548201582	0.999988599375714
ENSMUST00000213831	ENSMUSG00000063116	Or3a1	11	11	Or3a1	ENSMUSG00000063116	1.5775009005047	-1.34259746430871	2.2612845556905	0.132643994586584	0.999988599375714
ENSMUST00000164163	ENSMUSG00000022372	Sla	15	15	Sla	ENSMUSG00000022372	-0.321242270951864	7.06040586467573	2.26099853101332	0.132668493625563	0.999988599375714
ENSMUST00000177981	ENSMUSG00000094932	Gm2007	2	2	Gm2007	ENSMUSG00000094932	-6.50842599652166	-0.271387620746365	2.25859326712251	0.132874713163441	0.999988599375714
ENSMUST00000107554	ENSMUSG00000038630	Zkscan16	4	4	Zkscan16	ENSMUSG00000038630	-1.1943991751216	-1.07358439919508	2.25621082269234	0.133079329274489	0.999988599375714
ENSMUST00000186409	ENSMUSG00000101462	Gm3052	1	1	Gm3052	ENSMUSG00000101462	-0.709838538780214	-0.0963048748937034	2.25580845365033	0.133113921450561	0.999988599375714
ENSMUST00000032288	ENSMUSG00000079853	Klra1	6	6	Klra1	ENSMUSG00000079853	-0.963654116365621	-0.0368835056220938	2.25341966039083	0.133319496009713	0.999988599375714
ENSMUST00000000127	ENSMUSG00000000125	Wnt3	11	11	Wnt3	ENSMUSG00000000125	-1.39316401408665	-2.02858364572952	2.25198079231623	0.133443493166052	0.999988599375714
ENSMUST00000030937	ENSMUSG00000029061	Mmp23	4	4	Mmp23	ENSMUSG00000029061	-0.35587140738832	3.44896524857524	2.25076299682291	0.133548539676389	0.999988599375714
ENSMUST00000117594	ENSMUSG00000083614	Gm12795	4	4	Gm12795	ENSMUSG00000083614	-1.79298624499432	-1.88902528542868	2.25046153872772	0.133574557587893	0.999988599375714
ENSMUST00000217454	ENSMUSG00000111333	Gm48670	10	10	Gm48670	ENSMUSG00000111333	-1.39677974317045	-1.63929788697535	2.25012258252833	0.133603818610001	0.999988599375714
ENSMUST00000200478	ENSMUSG00000029541	Cyp2w1	5	5	Cyp2w1	ENSMUSG00000029541	-1.48878433904411	-2.73122436287062	2.2497546062666	0.133635592953018	0.999988599375714
ENSMUST00000121233	ENSMUSG00000084362	2610024D14Rik	11	11	2610024D14Rik	ENSMUSG00000084362	0.788184353345508	0.341855704807746	2.24776001240955	0.133807970957322	0.999988599375714
ENSMUST00000036248	ENSMUSG00000038400	Pmepa1	2	2	Pmepa1	ENSMUSG00000038400	0.3503102510059	6.37840268505864	2.2446688475604	0.134075608766984	0.999988599375714
ENSMUST00000117148	ENSMUSG00000039617	Gm7488	3	3	Gm7488	ENSMUSG00000039617	-0.591802540096579	2.67044737512191	2.24446741765165	0.134093069635771	0.999988599375714
ENSMUST00000072695	ENSMUSG00000008305	Tle1	4	4	Tle1	ENSMUSG00000008305	0.29329973495128	5.27221291107222	2.24400571053334	0.134133102120225	0.999988599375714
ENSMUST00000027249	ENSMUSG00000026080	Chst10	1	1	Chst10	ENSMUSG00000026080	-0.435961429922963	2.57261569980112	2.24368720119328	0.134160726377146	0.999988599375714
ENSMUST00000069449	ENSMUSG00000055723	Rras2	7	7	Rras2	ENSMUSG00000055723	-0.359529539318063	3.69385779419882	2.24357959542382	0.134170060443268	0.999988599375714
ENSMUST00000166376	ENSMUSG00000060572	Mfap2	4	4	Mfap2	ENSMUSG00000060572	0.481784578074136	3.39301950741958	2.24221535823887	0.134288461685704	0.999988599375714
ENSMUST00000022368	ENSMUSG00000021822	Plau	14	14	Plau	ENSMUSG00000021822	0.443579283078989	7.48802702904622	2.24160992221165	0.134341044502076	0.999988599375714
ENSMUST00000051065	ENSMUSG00000045441	Gprin3	6	6	Gprin3	ENSMUSG00000045441	-0.484788915246107	4.54772878213325	2.24109758589581	0.134385559486178	0.999988599375714
ENSMUST00000033730	ENSMUSG00000031364	Grpr	X	X	Grpr	ENSMUSG00000031364	1.04569847340698	-1.59172780657837	2.24063744312022	0.134425553628484	0.999988599375714
ENSMUST00000029385	ENSMUSG00000027808	Serp1	3	3	Serp1	ENSMUSG00000027808	-0.288349363869001	8.13205812597769	2.23971312772717	0.134505932402496	0.999988599375714
ENSMUST00000211088	ENSMUSG00000109713	Pvrig	5	5	Pvrig	ENSMUSG00000109713	-0.562900942630621	0.77578463624115	2.23953022920197	0.134521843688059	0.999988599375714
ENSMUST00000021459	ENSMUSG00000021062	Rab15	12	12	Rab15	ENSMUSG00000021062	0.446170589181744	2.40333210244315	2.23903944135055	0.134564550256792	0.999988599375714
ENSMUST00000163017	ENSMUSG00000049641	Vgll2	10	10	Vgll2	ENSMUSG00000049641	1.92827279673419	-1.35954864315254	2.23883647638521	0.134582215959401	0.999988599375714
ENSMUST00000193706	ENSMUSG00000104082	Gm7115	3	3	Gm7115	ENSMUSG00000104082	1.26097086627061	-1.48933198955604	2.23855967214082	0.134606312679819	0.999988599375714
ENSMUST00000015256	ENSMUSG00000015112	Slc25a13	6	6	Slc25a13	ENSMUSG00000015112	0.293491215374234	3.94287676937677	2.23785228063879	0.134667915363421	0.999988599375714
ENSMUST00000168172	ENSMUSG00000038058	Nod1	6	6	Nod1	ENSMUSG00000038058	-0.276991136589499	5.45084333138839	2.2368415762653	0.134755986549208	0.999988599375714
ENSMUST00000022915	ENSMUSG00000022304	Dpys	15	15	Dpys	ENSMUSG00000022304	1.18931243221505	-1.0314921511698	2.23263485459025	0.135123246421783	0.999988599375714
ENSMUST00000129799	ENSMUSG00000048217	Nags	11	11	Nags	ENSMUSG00000048217	-1.61685593836892	-2.8884760762296	2.23078165863866	0.135285391379127	0.999988599375714
ENSMUST00000054664	ENSMUSG00000044757	Gm6430	1	1	Gm6430	ENSMUSG00000044757	0.750276618321634	-0.155246093851826	2.22997669032808	0.135355889707967	0.999988599375714
ENSMUST00000196029	ENSMUSG00000079659	Tmem243	5	5	Tmem243	ENSMUSG00000079659	-0.238054949419326	4.98795225468233	2.22995001733627	0.13535822640574	0.999988599375714
ENSMUST00000040498	ENSMUSG00000036492	Rnf39	17	17	Rnf39	ENSMUSG00000036492	0.794586547028867	-0.401614111842755	2.22970521751114	0.135379674297527	0.999988599375714
ENSMUST00000204947	ENSMUSG00000030275	Etnk1	6	6	Etnk1	ENSMUSG00000030275	-0.227232095310723	7.22775389151407	2.22744403306468	0.135577965611855	0.999988599375714
ENSMUST00000026911	ENSMUSG00000025804	Ccr1	9	9	Ccr1	ENSMUSG00000025804	0.207598487703417	6.35498319875412	2.22614595415112	0.135691945617173	0.999988599375714
ENSMUST00000032879	ENSMUSG00000030643	Rab30	7	7	Rab30	ENSMUSG00000030643	-0.354969741551318	3.85461978393549	2.22538283280223	0.135759002827705	0.999988599375714
ENSMUST00000117558	ENSMUSG00000080712	H2bc26	11	11	H2bc26	ENSMUSG00000080712	-0.477261361036682	1.78697714308058	2.22456574266856	0.13583084352083	0.999988599375714
ENSMUST00000201140	ENSMUSG00000107203	Gm7542	6	6	Gm7542	ENSMUSG00000107203	1.58647026793606	-2.64380138450549	2.2240220091175	0.135878673571378	0.999988599375714
ENSMUST00000217552	ENSMUSG00000111238	Gm19113	9	9	Gm19113	ENSMUSG00000111238	1.07669062338963	-2.28918415240986	2.22303035190432	0.135965954217633	0.999988599375714
ENSMUST00000121151	ENSMUSG00000000903	Vpreb3	10	10	Vpreb3	ENSMUSG00000000903	-0.57948868380595	3.29412842753441	2.22171280477991	0.136082015148426	0.999988599375714
ENSMUST00000106199	ENSMUSG00000032643	Fhl3	4	4	Fhl3	ENSMUSG00000032643	0.262299031738093	4.67528030757435	2.22091600631868	0.136152257856846	0.999988599375714
ENSMUST00000139629	ENSMUSG00000050592	Fam78a	2	2	Fam78a	ENSMUSG00000050592	-0.336950954495954	4.13768017522903	2.2196762465415	0.136261631076475	0.999988599375714
ENSMUST00000076317	ENSMUSG00000070490	Gm10293	3	3	Gm10293	ENSMUSG00000070490	1.27388136869648	-2.53735145379439	2.21962708919788	0.136265969828444	0.999988599375714
ENSMUST00000044138	ENSMUSG00000037347	Chst7	X	X	Chst7	ENSMUSG00000037347	0.490881050423528	2.9479424871616	2.21931527959029	0.136293494538961	0.999988599375714
ENSMUST00000178439	ENSMUSG00000096216	Gm21959	13	13	Gm21959	ENSMUSG00000096216	2.82181922703945	-3.60805208619111	2.21919713296039	0.136303925451894	0.999988599375714
ENSMUST00000199143	ENSMUSG00000076534	Igkv12-89	6	6	Igkv12-89	ENSMUSG00000076534	-2.67545122763493	3.72372767832142	2.21825148654836	0.13638744676659	0.999988599375714
ENSMUST00000117951	ENSMUSG00000083385	Gm11411	4	4	Gm11411	ENSMUSG00000083385	1.4707079856607	-2.95586189875031	2.21824144634642	0.13638833384399	0.999988599375714
ENSMUST00000167951	ENSMUSG00000090470	Prr23a3	9	9	Prr23a3	ENSMUSG00000090470	-2.89110317061233	-3.35700795268208	2.21129683237302	0.137003458994968	0.999988599375714
ENSMUST00000118983	ENSMUSG00000081854	Gm11447	2	2	Gm11447	ENSMUSG00000081854	-1.12690149251884	-1.41962078696249	2.2104857216855	0.137075506270604	0.999988599375714
ENSMUST00000165859	ENSMUSG00000043015	Nemp2	1	1	Nemp2	ENSMUSG00000043015	-0.344061087634337	4.02310371406848	2.21037985179236	0.137084913343358	0.999988599375714
ENSMUST00000096057	ENSMUSG00000022658	Tagln3	16	16	Tagln3	ENSMUSG00000022658	0.953528738624055	-1.66208142372271	2.2098238107097	0.137134332268185	0.999988599375714
ENSMUST00000127537	ENSMUSG00000098715	Gm28053	6	6	Gm28053	ENSMUSG00000098715	-0.876258769392525	-0.109055235327124	2.20679926609138	0.137403492712931	0.999988599375714
ENSMUST00000047793	ENSMUSG00000042448	Hoxd1	2	2	Hoxd1	ENSMUSG00000042448	-3.0583562402691	-3.57192633541316	2.20641801129246	0.137437463354703	0.999988599375714
ENSMUST00000031205	ENSMUSG00000029275	Gfi1	5	5	Gfi1	ENSMUSG00000029275	-0.318257052393631	5.12980851908837	2.20470908670233	0.137589847986822	0.999988599375714
ENSMUST00000181733	ENSMUSG00000097352	C920009B18Rik	10	10	C920009B18Rik	ENSMUSG00000097352	-0.687746105542343	-0.380624074061994	2.20419503959029	0.137635722553967	0.999988599375714
ENSMUST00000037361	ENSMUSG00000038793	Lefty1	1	1	Lefty1	ENSMUSG00000038793	0.596821622483723	0.744337412318723	2.20354970113347	0.137693338088049	0.999988599375714
ENSMUST00000106207	ENSMUSG00000028648	Ndufs5	4	4	Ndufs5	ENSMUSG00000028648	0.261341843405879	4.26225518968029	2.20314130012861	0.137729813917119	0.999988599375714
ENSMUST00000022327	ENSMUSG00000021798	Ldb3	14	14	Ldb3	ENSMUSG00000021798	-0.765455275378468	0.201857397742316	2.20239256613409	0.137796714297601	0.999988599375714
ENSMUST00000030201	ENSMUSG00000028479	Gne	4	4	Gne	ENSMUSG00000028479	-0.286751670819473	5.21650243506773	2.202299322959	0.137805048249786	0.999988599375714
ENSMUST00000206027	ENSMUSG00000108362	Gm18561	7	7	Gm18561	ENSMUSG00000108362	-1.66008416852321	-3.0195057362728	2.20224881163592	0.137809563121247	0.999988599375714
ENSMUST00000088921	ENSMUSG00000067996	Bpifb9b	2	2	Bpifb9b	ENSMUSG00000067996	2.72803879600395	-3.11114861269437	2.20093362830405	0.137927177002074	0.999988599375714
ENSMUST00000066610	ENSMUSG00000048458	Inka2	3	3	Inka2	ENSMUSG00000048458	0.476078871341935	2.20076835143176	2.19869736227161	0.138127419657751	0.999988599375714
ENSMUST00000149874	ENSMUSG00000026031	Cflar	1	1	Cflar	ENSMUSG00000026031	0.22311534452126	8.26027924897177	2.19845467246646	0.138149170503082	0.999988599375714
ENSMUST00000145993	ENSMUSG00000118623	Gm52968	2	2	Gm52968	ENSMUSG00000118623	1.72338030622561	-2.34692492254589	2.19826335851275	0.138166319542909	0.999988599375714
ENSMUST00000237269	ENSMUSG00000117917	Gm18087	18	18	Gm18087	ENSMUSG00000117917	-0.976467438387524	0.831923672559956	2.19714476842201	0.138266635741951	0.999988599375714
ENSMUST00000112652	ENSMUSG00000079357	Gm11100	14	14	Gm11100	ENSMUSG00000079357	-1.00351081864819	0.0689138381153331	2.19711149583874	0.138269620908607	0.999988599375714
ENSMUST00000062045	ENSMUSG00000051627	H1f4	13	13	H1f4	ENSMUSG00000051627	-0.226834478359789	7.35591294993556	2.19683960568164	0.138294017197141	0.999988599375714
ENSMUST00000188775	ENSMUSG00000101355	H3c10	13	13	H3c10	ENSMUSG00000101355	-0.267157929488188	5.83649401500911	2.19664974405891	0.13831105605258	0.999988599375714
ENSMUST00000023774	ENSMUSG00000023030	Slc11a2	15	15	Slc11a2	ENSMUSG00000023030	0.247674284631408	5.65227880240287	2.19622127940923	0.138349516641029	0.999988599375714
ENSMUST00000038455	ENSMUSG00000070868	Skint3	4	4	Skint3	ENSMUSG00000070868	0.479223431397212	2.35868098298412	2.19559154658198	0.138406065581354	0.999988599375714
ENSMUST00000029377	ENSMUSG00000027801	Tm4sf4	3	3	Tm4sf4	ENSMUSG00000027801	-1.20163291476192	-2.45486673411688	2.19534165188845	0.138428512884351	0.999988599375714
ENSMUST00000107679	ENSMUSG00000028086	Fbxw7	3	3	Fbxw7	ENSMUSG00000028086	-0.26820591935004	5.2588506638564	2.19525623577982	0.138436186497565	0.999988599375714
ENSMUST00000164845	ENSMUSG00000090662	Vmn2r45	7	7	Vmn2r45	ENSMUSG00000090662	-1.31387091960317	-2.57333884260645	2.19435917703674	0.138516805288817	0.999988599375714
ENSMUST00000179960	ENSMUSG00000025400	Tac2	10	10	Tac2	ENSMUSG00000025400	-1.45725028164995	-1.81866672209865	2.19327691177201	0.13861413870393	0.999988599375714
ENSMUST00000046255	ENSMUSG00000032641	Gpr19	6	6	Gpr19	ENSMUSG00000032641	-0.447298235765443	2.31913815698585	2.19298693435961	0.138640230820645	0.999988599375714
ENSMUST00000050958	ENSMUSG00000049555	Tmie	9	9	Tmie	ENSMUSG00000049555	-0.514575819529144	1.90345736739819	2.18960521747394	0.138944924198623	0.999988599375714
ENSMUST00000206234	ENSMUSG00000030745	Il21r	7	7	Il21r	ENSMUSG00000030745	-0.325205114252923	5.52038487768348	2.18866745604336	0.13902954967414	0.999988599375714
ENSMUST00000135742	ENSMUSG00000072479	Xlr5b	X	X	Xlr5b	ENSMUSG00000072479	2.63470408122689	-2.794999566978	2.18630838641377	0.139242692682309	0.999988599375714
ENSMUST00000119460	ENSMUSG00000082461	Gm8844	X	X	Gm8844	ENSMUSG00000082461	1.63248051232778	-2.34147053061484	2.18502828694131	0.139358503685586	0.999988599375714
ENSMUST00000115931	ENSMUSG00000079794		GL456210.1	GL456210.1		ENSMUSG00000079794	-1.75948548870674	-3.00933695157989	2.18432262282384	0.139422391553344	0.999988599375714
ENSMUST00000067327	ENSMUSG00000003031	Cdkn1b	6	6	Cdkn1b	ENSMUSG00000003031	-0.20943650759329	7.07990314948649	2.18423705787302	0.139430140478948	0.999988599375714
ENSMUST00000121226	ENSMUSG00000035435	Abca17	17	17	Abca17	ENSMUSG00000035435	1.47713290175989	-2.03284553747849	2.18266954904506	0.139572182641198	0.999988599375714
ENSMUST00000149823	ENSMUSG00000034593	Myo5a	9	9	Myo5a	ENSMUSG00000034593	0.202165249996624	8.27207904354816	2.18125527364288	0.139700478703466	0.999988599375714
ENSMUST00000105276	ENSMUSG00000035864	Syt1	10	10	Syt1	ENSMUSG00000035864	-2.59261825649429	-3.64423636130919	2.18085756247499	0.139736580932788	0.999988599375714
ENSMUST00000134150	ENSMUSG00000039699	Batf2	19	19	Batf2	ENSMUSG00000039699	0.531579990884144	1.68864338149449	2.18051322994627	0.139767846174775	0.999988599375714
ENSMUST00000004994	ENSMUSG00000004872	Pax3	1	1	Pax3	ENSMUSG00000004872	-1.07346548853459	-0.793468885567587	2.17829389114313	0.139969549673251	0.999988599375714
ENSMUST00000121784	ENSMUSG00000082931	Gm13586	2	2	Gm13586	ENSMUSG00000082931	1.19339534719249	-2.35993302091769	2.17750872993567	0.140040986893727	0.999988599375714
ENSMUST00000067924	ENSMUSG00000054720	Lrrc8c	5	5	Lrrc8c	ENSMUSG00000054720	-0.286478051784155	5.77774756295202	2.17650295434373	0.140132556334115	0.999988599375714
ENSMUST00000173277	ENSMUSG00000092200	Tnxa	17	17	Tnxa	ENSMUSG00000092200	2.1815687563241	-2.38860044688173	2.1763760643393	0.140144113632966	0.999988599375714
ENSMUST00000106072	ENSMUSG00000028799	Zfp362	4	4	Zfp362	ENSMUSG00000028799	-0.272793941498404	4.98000650688398	2.17594346618615	0.140183523253384	0.999988599375714
ENSMUST00000220743	ENSMUSG00000113478	Gm18405	12	12	Gm18405	ENSMUSG00000113478	1.80261972833254	-2.47958612057863	2.17510868164256	0.140259607166728	0.999988599375714
ENSMUST00000184008	ENSMUSG00000098509	Rgs21	1	1	Rgs21	ENSMUSG00000098509	0.990612308480682	-1.60766705932077	2.17428482371045	0.140334740671571	0.999988599375714
ENSMUST00000081132	ENSMUSG00000063166	Gm5449	13	13	Gm5449	ENSMUSG00000063166	1.88144075001573	-3.38906395320038	2.17425711949013	0.140337268003137	0.999988599375714
ENSMUST00000091403	ENSMUSG00000042082	Arsb	13	13	Arsb	ENSMUSG00000042082	0.210951163456209	7.51530047604458	2.17294589269635	0.140456943810945	0.999988599375714
ENSMUST00000228097	ENSMUSG00000115507	Vmn1r24	6	6	Vmn1r24	ENSMUSG00000115507	0.787987600989125	-0.379249128598409	2.16991797873665	0.140733740020087	0.999988599375714
ENSMUST00000125292	ENSMUSG00000020524	Gria1	11	11	Gria1	ENSMUSG00000020524	0.99199660003429	-1.09844519579683	2.16929733309687	0.140790551860731	0.999988599375714
ENSMUST00000124226	ENSMUSG00000049804	Armcx4	X	X	Armcx4	ENSMUSG00000049804	-0.307138359699478	4.37222035290725	2.1682271968538	0.140888569093146	0.999988599375714
ENSMUST00000006949	ENSMUSG00000006764	Tph2	10	10	Tph2	ENSMUSG00000006764	1.90423851751146	-3.35383182197988	2.16727633568067	0.140975725857885	0.999988599375714
ENSMUST00000055745	ENSMUSG00000049709	Nlrp10	7	7	Nlrp10	ENSMUSG00000049709	0.471375955424166	1.99738019767128	2.16525028933666	0.141161637148091	0.999988599375714
ENSMUST00000145165	ENSMUSG00000109061	Gm49320	8	8	Gm49320	ENSMUSG00000109061	-2.25370465677971	-0.891888291634963	2.1643296691352	0.141246204848346	0.999988599375714
ENSMUST00000070805	ENSMUSG00000056598	Drc3	11	11	Drc3	ENSMUSG00000056598	-0.691990955706117	0.0849583844758921	2.16348547671502	0.141323801969622	0.999988599375714
ENSMUST00000219404	ENSMUSG00000025355	Mmp19	10	10	Mmp19	ENSMUSG00000025355	0.275659872770161	5.13113686363052	2.16296356652329	0.141371799270065	0.999988599375714
ENSMUST00000022699	ENSMUSG00000022103	Gfra2	14	14	Gfra2	ENSMUSG00000022103	-0.378020715873921	3.39158184148645	2.16074769619649	0.141575785163381	0.999988599375714
ENSMUST00000213759	ENSMUSG00000094133	Or5an9	19	19	Or5an9	ENSMUSG00000094133	0.672823981467233	0.580545721446676	2.16041648389951	0.141606303910038	0.999988599375714
ENSMUST00000080934	ENSMUSG00000028289	Epha7	4	4	Epha7	ENSMUSG00000028289	0.485723519710487	2.34899909401615	2.15952038808754	0.141688909537413	0.999988599375714
ENSMUST00000036089	ENSMUSG00000033368	Trim69	2	2	Trim69	ENSMUSG00000033368	-0.605543414300404	0.588348698605713	2.15936052251506	0.141703652265646	0.999988599375714
ENSMUST00000122415	ENSMUSG00000082433	Ncf2-rs	13	13	Ncf2-rs	ENSMUSG00000082433	3.28484935859429	-2.86025258800009	2.15927285874119	0.141711737309803	0.999988599375714
ENSMUST00000182030	ENSMUSG00000075588	Hoxb2	11	11	Hoxb2	ENSMUSG00000075588	0.640980145478434	0.729221971967754	2.15877641790294	0.141757532780416	0.999988599375714
ENSMUST00000095595	ENSMUSG00000023902	Zscan10	17	17	Zscan10	ENSMUSG00000023902	1.10011560376104	-1.96402577693594	2.15796995266622	0.141831962721354	0.999988599375714
ENSMUST00000095617	ENSMUSG00000071265	1700086L19Rik	12	12	1700086L19Rik	ENSMUSG00000071265	1.82386544972134	-3.22346278443609	2.1573903888024	0.141885478708124	0.999988599375714
ENSMUST00000072093	ENSMUSG00000053646	Plxnb1	9	9	Plxnb1	ENSMUSG00000053646	-0.351070181203462	3.9095973382198	2.15683382209457	0.141936892542462	0.999988599375714
