ensembl_transcript_id	ensembl_gene_id	external_gene_name	chromosome_name	CHR	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUST00000210212	ENSMUSG00000054672	Scart2	7	7	Scart2	ENSMUSG00000054672	0.77475512578444	-2.11747584829403	0.917175462206347	0.388928485504265	0.999874057563797	-4.64936398760682
ENSMUST00000206719	ENSMUSG00000108506	Gm44705	7	7	Gm44705	ENSMUSG00000108506	0.305592706831694	0.0219974570665284	0.91699874344954	0.389015038832842	0.999874057563797	-4.86508367073058
ENSMUST00000024736	ENSMUSG00000023940	Sgo1	17	17	Sgo1	ENSMUSG00000023940	-0.128546562720084	4.31985932845571	-0.916991814494927	0.38901843278832	0.999874057563797	-5.69458183751072
ENSMUST00000036407	ENSMUSG00000033478	Fhip2a	19	19	Fhip2a	ENSMUSG00000033478	-0.0840379548583448	6.21529786930037	-0.916973392545217	0.38902745637439	0.999874057563797	-5.93355338271484
ENSMUST00000068225	ENSMUSG00000027306	Nusap1	2	2	Nusap1	ENSMUSG00000027306	-0.157740686739845	6.33481038931798	-0.916937669937697	0.389044954749436	0.999874057563797	-5.93831908535403
ENSMUST00000226059	ENSMUSG00000021559	Dapk1	13	13	Dapk1	ENSMUSG00000021559	0.143852099314087	6.38892922370609	0.916909401348731	0.38905880225967	0.999874057563797	-5.93978467725745
ENSMUST00000045102	ENSMUSG00000034872	Gipc3	10	10	Gipc3	ENSMUSG00000034872	-0.327167028453016	0.648362096484673	-0.916905866560175	0.389060533819342	0.999874057563797	-4.91859164952175
ENSMUST00000035076	ENSMUSG00000032495	Lrrc2	9	9	Lrrc2	ENSMUSG00000032495	0.489662305704361	0.141954934980647	0.916893516713731	0.389066583588526	0.999874057563797	-4.8167883294918
ENSMUST00000181051	ENSMUSG00000078162	Gm2574	3	3	Gm2574	ENSMUSG00000078162	-0.219852359293626	1.25193551298637	-0.916834298751024	0.389095593422479	0.999874057563797	-5.02487891205741
ENSMUST00000113842	ENSMUSG00000079501	Gm5138	6	6	Gm5138	ENSMUSG00000079501	-0.219852359293626	1.25193551298637	-0.916834298751024	0.389095593422479	0.999874057563797	-5.02487891205741
ENSMUST00000002133	ENSMUSG00000002064	Sdf2	11	11	Sdf2	ENSMUSG00000002064	-0.116749804652324	4.04494469152376	-0.916809171592688	0.389107903258971	0.999874057563797	-5.65268479553781
ENSMUST00000212903	ENSMUSG00000015016	Acsf3	8	8	Acsf3	ENSMUSG00000015016	0.174459931787148	3.38484261749672	0.916619358929697	0.38920090214213	0.999874057563797	-5.45542817183186
ENSMUST00000221929	ENSMUSG00000021176	Efcab11	12	12	Efcab11	ENSMUSG00000021176	0.196204282189507	2.47951537473801	0.916534202192146	0.389242630124998	0.999874057563797	-5.22930204778018
ENSMUST00000005003	ENSMUSG00000004880	Lbr	1	1	Lbr	ENSMUSG00000004880	-0.138540606926359	7.89812475958944	-0.916502988293981	0.389257926200197	0.999874057563797	-5.94209125428579
ENSMUST00000082152	ENSMUSG00000020802	Ube2o	11	11	Ube2o	ENSMUSG00000020802	-0.11309368192798	5.61726770078434	-0.91648820076409	0.389265172844999	0.999874057563797	-5.9032241331661
ENSMUST00000030118	ENSMUSG00000028410	Dnaja1	4	4	Dnaja1	ENSMUSG00000028410	-0.113536396639635	8.15331964929254	-0.91643882077115	0.389289372289034	0.999874057563797	-5.93578069507516
ENSMUST00000194707	ENSMUSG00000049133	Flg2	3	3	Flg2	ENSMUSG00000049133	1.36338413920711	-4.2272056703895	0.916314084637476	0.389350506172766	0.999874057563797	-4.61457718913208
ENSMUST00000119953	ENSMUSG00000005846	Rsl1d1	16	16	Rsl1d1	ENSMUSG00000005846	0.0886949170715248	6.06785051284012	0.91626842576363	0.389372885626886	0.999874057563797	-5.9304080512469
ENSMUST00000045388	ENSMUSG00000039246	Lyplal1	1	1	Lyplal1	ENSMUSG00000039246	0.41178674870003	0.146138666165196	0.916194708345025	0.389409019843252	0.999874057563797	-4.86351881728932
ENSMUST00000188584	ENSMUSG00000099797	Gm3145	17	17	Gm3145	ENSMUSG00000099797	1.81532404358927	-5.01933743061082	0.915909606931722	0.389548792013922	0.999874057563797	-4.60795332675873
ENSMUST00000131676	ENSMUSG00000078898	Zfp968	2	2	Zfp968	ENSMUSG00000078898	2.14174590126965	-1.2736526009308	0.915794920164943	0.389605028188135	0.999874057563797	-4.6890326690241
ENSMUST00000032667	ENSMUSG00000030474	Siglece	7	7	Siglece	ENSMUSG00000030474	-0.107593355095055	5.43839340753023	-0.915745774727582	0.389629128291253	0.999874057563797	-5.88351529664926
ENSMUST00000055922	ENSMUSG00000048706	Lurap1l	4	4	Lurap1l	ENSMUSG00000048706	0.252715410619123	0.652059363003837	0.915629979967521	0.389685916486162	0.999874057563797	-4.94782808054556
ENSMUST00000098900	ENSMUSG00000074448	Pate9	9	9	Pate9	ENSMUSG00000074448	0.610387441760074	-0.81954746716847	0.915604797690082	0.389698267219892	0.999874057563797	-4.72722814047476
ENSMUST00000040962	ENSMUSG00000034875	Nudt19	7	7	Nudt19	ENSMUSG00000034875	-0.138015886971524	3.64248562392655	-0.915425141779679	0.389786388503099	0.999874057563797	-5.56349237574269
ENSMUST00000193455	ENSMUSG00000036334	Igsf10	3	3	Igsf10	ENSMUSG00000036334	0.230949695094364	6.71325609943195	0.91540291582377	0.389797291369667	0.999874057563797	-5.94690899326462
ENSMUST00000113364	ENSMUSG00000034755	Pcdh11x	X	X	Pcdh11x	ENSMUSG00000034755	0.678921404246005	-1.78745865398419	0.91537417396759	0.389811390924383	0.999874057563797	-4.66751376174659
ENSMUST00000103242	ENSMUSG00000037278	Tmem97	11	11	Tmem97	ENSMUSG00000037278	0.0914361142531401	4.28250702777709	0.915315617582118	0.389840117413487	0.999874057563797	-5.72565157654738
ENSMUST00000183393	ENSMUSG00000086414	Gm15645	7	7	Gm15645	ENSMUSG00000086414	-1.56447970235167	-3.88710601330859	-0.915227156166732	0.389883517639117	0.999874057563797	-4.62669741299011
ENSMUST00000135218	ENSMUSG00000032498	Mlh1	9	9	Mlh1	ENSMUSG00000032498	-0.105793673448953	4.08941672912769	-0.915150750737214	0.389921005939949	0.999874057563797	-5.64015468734689
ENSMUST00000049655	ENSMUSG00000046593	Tmem215	4	4	Tmem215	ENSMUSG00000046593	0.467020018733699	-1.34593299790335	0.915119111260116	0.389936530622913	0.999874057563797	-4.70453238051053
ENSMUST00000110813	ENSMUSG00000051978	Erich1	8	8	Erich1	ENSMUSG00000051978	0.146409179436268	3.18598624781854	0.915046599742839	0.38997211190171	0.999874057563797	-5.40467964576945
ENSMUST00000102763	ENSMUSG00000020392	Cdkn2aipnl	11	11	Cdkn2aipnl	ENSMUSG00000020392	-0.12705233041632	5.36868875384967	-0.914786372671734	0.390099824721049	0.999874057563797	-5.88214671221868
ENSMUST00000127270	ENSMUSG00000058546	Rpl23a	11	11	Rpl23a	ENSMUSG00000058546	-0.107608360896643	8.39460096373344	-0.914783655466552	0.390101158419832	0.999874057563797	-5.93058801016537
ENSMUST00000131736	ENSMUSG00000020234	Tektip1	10	10	Tektip1	ENSMUSG00000020234	0.272740912805858	1.5254658188274	0.914779536016397	0.390103180395655	0.999874057563797	-5.02483016555796
ENSMUST00000214677	ENSMUSG00000096151	Or5p56	7	7	Or5p56	ENSMUSG00000096151	0.430041859023588	0.244837270698136	0.914746873420413	0.390119212659841	0.999874057563797	-4.8341865956346
ENSMUST00000123354	ENSMUSG00000020612	Prkar1a	11	11	Prkar1a	ENSMUSG00000020612	-0.0819014633413513	8.18430848337473	-0.914053341994958	0.390459744308157	0.999874057563797	-5.93494192699267
ENSMUST00000143480	ENSMUSG00000020381	Mrnip	11	11	Mrnip	ENSMUSG00000020381	0.242598809857133	2.56520647553467	0.913999193048826	0.390486341318596	0.999874057563797	-5.25037890220345
ENSMUST00000053670	ENSMUSG00000048200	Cracr2b	7	7	Cracr2b	ENSMUSG00000048200	0.180300626229696	3.30091514943988	0.913673098713198	0.390646541531387	0.999874057563797	-5.46066685417069
ENSMUST00000237522	ENSMUSG00000035179	Saxo4	19	19	Saxo4	ENSMUSG00000035179	-0.49935479919569	-0.973505974145526	-0.91361281422879	0.390676162798504	0.999874057563797	-4.71982249939573
ENSMUST00000017836	ENSMUSG00000017692	Rhbdl3	11	11	Rhbdl3	ENSMUSG00000017692	-0.245516846233899	1.98174946350307	-0.913595305481524	0.390684766174597	0.999874057563797	-5.15365084034674
ENSMUST00000063641	ENSMUSG00000051989	Smim11	16	16	Smim11	ENSMUSG00000051989	-0.271552284176982	1.28805460122438	-0.913536879060799	0.390713476524951	0.999874057563797	-5.00286946801356
ENSMUST00000225488	ENSMUSG00000055254	Ntrk2	13	13	Ntrk2	ENSMUSG00000055254	0.248218124238952	5.71676576610172	0.913524528358853	0.39071954577713	0.999874057563797	-5.91433251540022
ENSMUST00000015435	ENSMUSG00000015291	Gdi1	X	X	Gdi1	ENSMUSG00000015291	-0.0842798955715205	6.79951493466151	-0.91335955145477	0.390800623696478	0.999874057563797	-5.95020329062038
ENSMUST00000003876	ENSMUSG00000003778	Brd8	18	18	Brd8	ENSMUSG00000003778	-0.0847751229142419	6.65234067172988	-0.913307207305926	0.390826350840966	0.999874057563797	-5.94782045039772
ENSMUST00000071237	ENSMUSG00000105359	Rpl21-ps10	3	3	Rpl21-ps10	ENSMUSG00000105359	0.340347777146853	0.617531665801472	0.913220680423104	0.390868881549186	0.999874057563797	-4.91742034289353
ENSMUST00000110829	ENSMUSG00000029554	Mad1l1	5	5	Mad1l1	ENSMUSG00000029554	0.0826585497765251	5.04316159768182	0.913086053922255	0.390935061567186	0.999874057563797	-5.83942430782945
ENSMUST00000192609	ENSMUSG00000027562	Car2	3	3	Car2	ENSMUSG00000027562	-0.322410830312621	6.63756202606431	-0.912516812929474	0.391214982219515	0.999874057563797	-5.94831678913351
ENSMUST00000225584	ENSMUSG00000114344	Gm17941	14	14	Gm17941	ENSMUSG00000114344	0.616484988111347	-1.80460951411383	0.912388666986166	0.391278017651377	0.999874057563797	-4.66820496327192
ENSMUST00000211870	ENSMUSG00000038000	Acd	8	8	Acd	ENSMUSG00000038000	-0.122690334277933	4.53675285415048	-0.91226777139024	0.391337493510856	0.999874057563797	-5.76458717459971
ENSMUST00000015540	ENSMUSG00000015396	Cd83	13	13	Cd83	ENSMUSG00000015396	0.0887215026710138	8.42691177813557	0.91217528920701	0.391382995614746	0.999874057563797	-5.92468001499978
ENSMUST00000198204	ENSMUSG00000058740	Kcnt1	2	2	Kcnt1	ENSMUSG00000058740	-0.535115893314793	-1.03388508236765	-0.912168645012013	0.391386264772077	0.999874057563797	-4.73138404873958
ENSMUST00000047497	ENSMUSG00000039523	Cep104	4	4	Cep104	ENSMUSG00000039523	-0.089791619185358	4.80224252693453	-0.912120466094484	0.391409970952071	0.999874057563797	-5.8095726089777
ENSMUST00000212023	ENSMUSG00000110690	Gm18001	8	8	Gm18001	ENSMUSG00000110690	-0.99098984147107	-3.88211986051588	-0.911757505604069	0.391588597922577	0.999874057563797	-4.6179986320041
ENSMUST00000183662	ENSMUSG00000028226	Mmp16	4	4	Mmp16	ENSMUSG00000028226	0.140226587575381	3.45918169484694	0.911636056566015	0.391648381196748	0.999874057563797	-5.54189528977807
ENSMUST00000226939	ENSMUSG00000115808	Gm18949	15	15	Gm18949	ENSMUSG00000115808	1.23016221384319	-1.73925603184616	0.911607795610247	0.391662293618241	0.999874057563797	-4.66159124202345
ENSMUST00000153772	ENSMUSG00000042133	Ppig	2	2	Ppig	ENSMUSG00000042133	0.0849581694240236	5.9413475007667	0.911546092384976	0.391692670411981	0.999874057563797	-5.92804248088139
ENSMUST00000111153	ENSMUSG00000029699	Ssc4d	5	5	Ssc4d	ENSMUSG00000029699	-0.263699598358779	1.54342441827398	-0.911445284854074	0.391742302196744	0.999874057563797	-5.05109857325288
ENSMUST00000015796	ENSMUSG00000015652	Steap1	5	5	Steap1	ENSMUSG00000015652	-0.604514737854845	-1.90450784534291	-0.911423015797897	0.391753266817171	0.999874057563797	-4.67499329079333
ENSMUST00000027438	ENSMUSG00000026234	Ncl	1	1	Ncl	ENSMUSG00000026234	0.096098809394336	8.85280599597209	0.911378638933574	0.391775117341985	0.999874057563797	-5.91967519976389
ENSMUST00000044207	ENSMUSG00000039148	Sart1	19	19	Sart1	ENSMUSG00000039148	-0.100729866980764	5.50497001152266	-0.911370653093844	0.391779049549542	0.999874057563797	-5.89557303615219
ENSMUST00000143922	ENSMUSG00000086056	Gm4846	1	1	Gm4846	ENSMUSG00000086056	1.68000952310198	-6.24393503922152	0.91132889612729	0.391799611051632	0.999874057563797	-4.60563591634162
ENSMUST00000132121	ENSMUSG00000056899	Immp2l	12	12	Immp2l	ENSMUSG00000056899	0.283808195735992	0.586057995588111	0.911145548672924	0.391889902427698	0.999874057563797	-4.90299100305386
ENSMUST00000201414	ENSMUSG00000029447	Cct6a	5	5	Cct6a	ENSMUSG00000029447	0.090915009485812	7.03936686154294	0.910961447065644	0.391980580695367	0.999874057563797	-5.95434129580771
ENSMUST00000037119	ENSMUSG00000041911	Dlx1	2	2	Dlx1	ENSMUSG00000041911	0.434601560439835	-0.984958066568434	0.91089472620427	0.392013447535607	0.999874057563797	-4.72395249589484
ENSMUST00000213900	ENSMUSG00000061387	Or10w1	19	19	Or10w1	ENSMUSG00000061387	0.386597270750909	-0.00234057804595842	0.910717270842956	0.392100872358443	0.999874057563797	-4.80766430133441
ENSMUST00000147842	ENSMUSG00000032320	Rcn2	9	9	Rcn2	ENSMUSG00000032320	0.0813468089682345	5.17233004012852	0.910706819258565	0.392106021866281	0.999874057563797	-5.86882945025625
ENSMUST00000207754	ENSMUSG00000109572	Cfap99	5	5	Cfap99	ENSMUSG00000109572	-0.600750564082998	-1.63619480479154	-0.91070367698008	0.39210757008035	0.999874057563797	-4.68384931327776
ENSMUST00000121209	ENSMUSG00000072709	Or1e21	11	11	Or1e21	ENSMUSG00000072709	0.363042377112283	1.32101428494995	0.910678510816557	0.39211996972016	0.999874057563797	-4.98277102418098
ENSMUST00000094705	ENSMUSG00000066721	Zfp575	7	7	Zfp575	ENSMUSG00000066721	0.3549851696387	-0.326795354064609	0.910676970891956	0.39212072846702	0.999874057563797	-4.79763832060172
ENSMUST00000071921	ENSMUSG00000042508	Dmtf1	5	5	Dmtf1	ENSMUSG00000042508	-0.0786906166773376	6.08414072570735	-0.910665830037672	0.392126217786465	0.999874057563797	-5.92981760345938
ENSMUST00000023237	ENSMUSG00000022574	Naprt	15	15	Naprt	ENSMUSG00000022574	0.221094297372735	1.7717210590483	0.910570357305346	0.392173261424076	0.999874057563797	-5.08723065646039
ENSMUST00000055438	ENSMUSG00000046442	Ppm1e	11	11	Ppm1e	ENSMUSG00000046442	-0.175784364727885	3.61542375024407	-0.910568063251606	0.392174391857205	0.999874057563797	-5.50308303566464
ENSMUST00000117060	ENSMUSG00000081593	Gm11841	4	4	Gm11841	ENSMUSG00000081593	0.700646599158075	-2.34026231704692	0.910480420678366	0.392217580998864	0.999874057563797	-4.65139858438268
ENSMUST00000217301	ENSMUSG00000074472	Zfp872	9	9	Zfp872	ENSMUSG00000074472	-0.414753816190257	-0.750648737458543	-0.910332084055366	0.392290687415065	0.999874057563797	-4.73657102465108
ENSMUST00000048462	ENSMUSG00000026621	Mtarc1	1	1	Mtarc1	ENSMUSG00000026621	-0.343074813164723	1.73668414638094	-0.910307620858087	0.392302744858047	0.999874057563797	-5.07896299895035
ENSMUST00000065379	ENSMUSG00000053128	Rnf26	9	9	Rnf26	ENSMUSG00000053128	-0.0911968611552227	5.72287840161242	-0.910307603244926	0.392302753539337	0.999874057563797	-5.91858875217984
ENSMUST00000033154	ENSMUSG00000030867	Plk1	7	7	Plk1	ENSMUSG00000030867	-0.148093233653901	5.54066475449492	-0.910232771978807	0.392339638145321	0.999874057563797	-5.89992899791421
ENSMUST00000010698	ENSMUSG00000010554	Mettl16	11	11	Mettl16	ENSMUSG00000010554	0.0882101918483311	4.96883254484792	0.910177571338947	0.392366848388351	0.999874057563797	-5.82835398455518
ENSMUST00000008090	ENSMUSG00000007946	Phox2a	7	7	Phox2a	ENSMUSG00000007946	0.591870949021792	-2.25503935920302	0.910116795309754	0.392396808542634	0.999874057563797	-4.66212569072103
ENSMUST00000025271	ENSMUSG00000024406	Pou5f1	17	17	Pou5f1	ENSMUSG00000024406	0.553053995109717	-1.20142527628123	0.910033708367152	0.392437769825023	0.999874057563797	-4.69616658821074
ENSMUST00000032307	ENSMUSG00000030188	Magohb	6	6	Magohb	ENSMUSG00000030188	-0.18641552261425	2.45582352741766	-0.909882715647993	0.392512216280448	0.999874057563797	-5.2509991155707
ENSMUST00000081834	ENSMUSG00000049047	Armcx3	X	X	Armcx3	ENSMUSG00000049047	0.0867410435926876	5.22073786749118	0.90984811723569	0.392529276383449	0.999874057563797	-5.87392027210146
ENSMUST00000073471	ENSMUSG00000060938	Rpl26	11	11	Rpl26	ENSMUSG00000060938	-0.101682693226322	7.17616567801258	-0.909824727588837	0.392540809876221	0.999874057563797	-5.95611280845962
ENSMUST00000029850	ENSMUSG00000028199	Cryz	3	3	Cryz	ENSMUSG00000028199	-0.171767596658942	2.44416858318556	-0.909756911468493	0.39257425159048	0.999874057563797	-5.28284017835688
ENSMUST00000108231	ENSMUSG00000030584	Dpf1	7	7	Dpf1	ENSMUSG00000030584	0.34746905007465	0.614686335632971	0.909722087376835	0.392591424983257	0.999874057563797	-4.904833748006
ENSMUST00000115258	ENSMUSG00000036699	Zcchc12	X	X	Zcchc12	ENSMUSG00000036699	-0.842146640171136	-3.51763323719151	-0.909506385094681	0.392697810278401	0.999874057563797	-4.63542782696056
ENSMUST00000026540	ENSMUSG00000025467	Prap1	7	7	Prap1	ENSMUSG00000025467	1.72170057533691	-5.26375760451475	0.909434444057667	0.392733296650091	0.999874057563797	-4.60726007360104
ENSMUST00000238443	ENSMUSG00000028082	Sh3d19	3	3	Sh3d19	ENSMUSG00000028082	0.0961529895913662	6.11993355206714	0.909419087867874	0.392740871708532	0.999874057563797	-5.9399334817491
ENSMUST00000196299	ENSMUSG00000106499	Gm9403	3	3	Gm9403	ENSMUSG00000106499	-0.281933617654858	0.93455712560421	-0.90930909106661	0.39279513521612	0.999874057563797	-4.94833938796091
ENSMUST00000181210	ENSMUSG00000096149	Trav6-5	14	14	Trav6-5	ENSMUSG00000096149	-1.70052636133823	-4.62020832498007	-0.909274756006064	0.392812074488151	0.999874057563797	-4.61243340673565
ENSMUST00000039164	ENSMUSG00000036832	Lpar3	3	3	Lpar3	ENSMUSG00000036832	0.27119119132014	1.10298386304417	0.909143800624703	0.392876686552714	0.999874057563797	-5.01468967374306
ENSMUST00000004565	ENSMUSG00000004451	Ralb	1	1	Ralb	ENSMUSG00000004451	0.0885908529284771	6.22473705588499	0.909095300625616	0.392900617957775	0.999874057563797	-5.94334228310952
ENSMUST00000021820	ENSMUSG00000021388	Aspn	13	13	Aspn	ENSMUSG00000021388	0.30788990475474	7.93676948595796	0.909073231528695	0.392911507892164	0.999874057563797	-5.93569854823998
ENSMUST00000235278	ENSMUSG00000033760	Rbm4b	19	19	Rbm4b	ENSMUSG00000033760	0.161432163086794	5.47899414480584	0.909056578072616	0.392919725641452	0.999874057563797	-5.8748828207868
ENSMUST00000200682	ENSMUSG00000037355	Uvssa	5	5	Uvssa	ENSMUSG00000037355	-0.115887563483451	5.1805912563571	-0.909033836444305	0.392930947841709	0.999874057563797	-5.85317490305856
ENSMUST00000108925	ENSMUSG00000074519	Zfp971	2	2	Zfp971	ENSMUSG00000074519	0.138178642297441	3.4821932733481	0.908977210914851	0.392958891595131	0.999874057563797	-5.46880612943419
ENSMUST00000112295	ENSMUSG00000070284	Gmppb	9	9	Gmppb	ENSMUSG00000070284	-0.130592521861097	4.20285048554131	-0.908936158258383	0.392979151314694	0.999874057563797	-5.68517687987376
ENSMUST00000038901	ENSMUSG00000074818	Pdzd7	19	19	Pdzd7	ENSMUSG00000074818	-0.288707016662436	0.922762661223204	-0.908861400632613	0.39301604661251	0.999874057563797	-4.98283805803206
ENSMUST00000184858	ENSMUSG00000098678	Mroh6	15	15	Mroh6	ENSMUSG00000098678	0.402169639989573	-0.414769844212323	0.908840002494053	0.393026607755106	0.999874057563797	-4.77282552379037
ENSMUST00000052907	ENSMUSG00000053441	Adamts19	18	18	Adamts19	ENSMUSG00000053441	0.497814865815677	0.693829515986651	0.908719446672524	0.393086112517218	0.999874057563797	-4.88373254615383
ENSMUST00000130528	ENSMUSG00000000441	Raf1	6	6	Raf1	ENSMUSG00000000441	-0.0844173276639131	6.84539657443177	-0.908645098381128	0.393122813173358	0.999874057563797	-5.95557534923852
ENSMUST00000030326	ENSMUSG00000028591	Pramel13	4	4	Pramel13	ENSMUSG00000028591	0.774295347258246	-2.75782122429778	0.908559821531625	0.3931649116293	0.999874057563797	-4.6560010998802
ENSMUST00000192877	ENSMUSG00000094134	Ighv5-15	12	12	Ighv5-15	ENSMUSG00000094134	-1.5003465830549	-1.89292174910345	-0.908536544745621	0.393176403213922	0.999874057563797	-4.66433326510292
ENSMUST00000175805	ENSMUSG00000022361	Zhx1	15	15	Zhx1	ENSMUSG00000022361	-0.0842037810196983	6.51676069905749	-0.908394704573462	0.393246434071156	0.999874057563797	-5.95135811422654
ENSMUST00000061745	ENSMUSG00000050368	Hoxd10	2	2	Hoxd10	ENSMUSG00000050368	1.29162033416383	-1.82712956702271	0.908335455667733	0.393275689809447	0.999874057563797	-4.66402146992185
ENSMUST00000215788	ENSMUSG00000032267	Usp28	9	9	Usp28	ENSMUSG00000032267	0.103840136039806	4.22895130543807	0.90831746490126	0.393284573551992	0.999874057563797	-5.69447019462299
ENSMUST00000103712	ENSMUSG00000076900	Traj29	14	14	Traj29	ENSMUSG00000076900	-1.45010368328155	-4.74693812052321	-0.90826171475998	0.39331210361044	0.999874057563797	-4.609480761657
ENSMUST00000168697	ENSMUSG00000069682	Gm10275	10	10	Gm10275	ENSMUSG00000069682	-0.116458680223944	6.1590658412149	-0.908086137280984	0.393398815089472	0.999874057563797	-5.94151483999941
ENSMUST00000170836	ENSMUSG00000015671	Psma2	13	13	Psma2	ENSMUSG00000015671	-0.0830963620025331	5.89980221839631	-0.908034526644051	0.393424306436704	0.999874057563797	-5.9292575451473
ENSMUST00000235343	ENSMUSG00000024589	Nedd4l	18	18	Nedd4l	ENSMUSG00000024589	0.0796536950856632	5.57539739338396	0.908022586574118	0.393430204008641	0.999874057563797	-5.903667057924
ENSMUST00000238863	ENSMUSG00000075028	Prdm11	2	2	Prdm11	ENSMUSG00000075028	0.113406329184535	4.39066631690833	0.908017673477356	0.39343263075893	0.999874057563797	-5.69986875181978
ENSMUST00000072997	ENSMUSG00000027478	Dnmt3b	2	2	Dnmt3b	ENSMUSG00000027478	0.13576684534972	3.24077751296542	0.908008769562867	0.39343702874184	0.999874057563797	-5.4418460230249
ENSMUST00000056508	ENSMUSG00000004319	Clcn3	8	8	Clcn3	ENSMUSG00000004319	-0.0922747630004137	6.09491200490461	-0.90794831236962	0.393466891816132	0.999874057563797	-5.93397813480817
ENSMUST00000046515	ENSMUSG00000027698	Nceh1	3	3	Nceh1	ENSMUSG00000027698	0.11614805756657	5.92132894565974	0.907594106976148	0.393641886659967	0.999874057563797	-5.93263796448753
ENSMUST00000137157	ENSMUSG00000049971	Glt1d1	5	5	Glt1d1	ENSMUSG00000049971	-0.152302364907215	2.9532713708273	-0.907305343767696	0.393784592406121	0.999874057563797	-5.34749203659724
ENSMUST00000036862	ENSMUSG00000035933	Cog5	12	12	Cog5	ENSMUSG00000035933	-0.0748576849048037	6.05555079608903	-0.907268891427217	0.393802609739628	0.999874057563797	-5.93418325314975
ENSMUST00000196038	ENSMUSG00000105054	Gm43664	5	5	Gm43664	ENSMUSG00000105054	-1.11757350704611	-3.49759739916456	-0.907121086604614	0.393875671613842	0.999874057563797	-4.62076414257229
ENSMUST00000141387	ENSMUSG00000027887	Sypl2	3	3	Sypl2	ENSMUSG00000027887	1.0797761961066	-2.97910603607549	0.90703955692312	0.393915977096655	0.999874057563797	-4.62911307193371
ENSMUST00000189936	ENSMUSG00000018189	Uchl5	1	1	Uchl5	ENSMUSG00000018189	0.101822700106749	4.80821750713706	0.90698949316613	0.393940728413804	0.999874057563797	-5.80792494732857
ENSMUST00000014370	ENSMUSG00000014226	Cacybp	1	1	Cacybp	ENSMUSG00000014226	0.110271801085846	5.52454903999637	0.906923247599452	0.393973481717588	0.999874057563797	-5.90497974489278
ENSMUST00000026887	ENSMUSG00000025781	Atp5f1c	2	2	Atp5f1c	ENSMUSG00000025781	0.0899214121765093	6.59823318338648	0.906883890872333	0.393992941524612	0.999874057563797	-5.95419124896549
ENSMUST00000120792	ENSMUSG00000083241	Gm13259	4	4	Gm13259	ENSMUSG00000083241	-0.991384843583851	-3.45269551234456	-0.906772640994848	0.394047952508615	0.999874057563797	-4.63920617859255
ENSMUST00000006392	ENSMUSG00000021403	Serpinb9b	13	13	Serpinb9b	ENSMUSG00000021403	-0.533924985601286	-0.711388464928086	-0.906730455980355	0.394068813692938	0.999874057563797	-4.74895281147464
ENSMUST00000029124	ENSMUSG00000048538	Gm9826	1	1	Gm9826	ENSMUSG00000048538	-0.516504890155244	-0.952211383326766	-0.906517697461649	0.394174038716109	0.999874057563797	-4.73352867068875
ENSMUST00000029128	ENSMUSG00000027602	Map1lc3a	2	2	Map1lc3a	ENSMUSG00000027602	-0.107871735638192	4.1765685971709	-0.906377722384623	0.39424327819251	0.999874057563797	-5.711910782068
ENSMUST00000119624	ENSMUSG00000031323	Dmrtc1a	X	X	Dmrtc1a	ENSMUSG00000031323	-0.80108857823955	-4.32729673637944	-0.906155630514503	0.394353155643472	0.999874057563797	-4.63173874749057
ENSMUST00000022787	ENSMUSG00000022180	Slc7a8	14	14	Slc7a8	ENSMUSG00000022180	0.104823789945883	5.61242573219933	0.906124902865282	0.394368359582391	0.999874057563797	-5.91183037305649
ENSMUST00000113696	ENSMUSG00000032366	Tpm1	9	9	Tpm1	ENSMUSG00000032366	-0.145370813948791	7.42946686982562	-0.90608016898284	0.394390494532788	0.999874057563797	-5.95565723185688
ENSMUST00000119924	ENSMUSG00000083986	Gm12213	11	11	Gm12213	ENSMUSG00000083986	-1.22275282549268	-5.23130486652107	-0.906043310296866	0.394408733415198	0.999874057563797	-4.6071440727338
ENSMUST00000220279	ENSMUSG00000045867	Cradd	10	10	Cradd	ENSMUSG00000045867	-0.207032684480597	2.59015099234765	-0.906031690083757	0.39441448360553	0.999874057563797	-5.26446123466609
ENSMUST00000006254	ENSMUSG00000006095	Tbcb	7	7	Tbcb	ENSMUSG00000006095	0.0933921793201682	4.29754288372051	0.906016949591867	0.394421777935512	0.999874057563797	-5.72644664022756
ENSMUST00000031096	ENSMUSG00000029195	Klb	5	5	Klb	ENSMUSG00000029195	1.1069545198836	-3.37573565305766	0.905689394394489	0.394583894270158	0.999874057563797	-4.62346255664975
ENSMUST00000076657	ENSMUSG00000035674	Ndufa3	7	7	Ndufa3	ENSMUSG00000035674	-0.114231148089437	4.53672552989326	-0.905396984452301	0.3947286577762	0.999874057563797	-5.75846137346616
ENSMUST00000200284	ENSMUSG00000033467	Crlf2	5	5	Crlf2	ENSMUSG00000033467	0.0936964723226668	5.41827085090503	0.905348266976913	0.394752780165355	0.999874057563797	-5.89580162027294
ENSMUST00000111820	ENSMUSG00000079260	Tmppe	9	9	Tmppe	ENSMUSG00000079260	0.138132069732347	3.62035966535568	0.905327590285613	0.394763018528747	0.999874057563797	-5.53800695428753
