ensembl_transcript_id	ensembl_gene_id	external_gene_name	chromosome_name	CHR	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val
ENSMUST00000172450	ENSMUSG00000003131	Pafah1b2	9	9	Pafah1b2	ENSMUSG00000003131	-0.333609704414399	6.28986336865893	-2.71653566170831	0.015351567218225	0.0894631481464653
ENSMUST00000032211	ENSMUSG00000030117	Gdf3	6	6	Gdf3	ENSMUSG00000030117	-0.661602969339449	3.81011785752214	-2.83562466522417	0.0153558768252267	0.0894643163604055
ENSMUST00000067990	ENSMUSG00000054763	Defb42	14	14	Defb42	ENSMUSG00000054763	1.57900437510882	0.795573784111324	2.99307121990542	0.0153706835218141	0.0895130249947736
ENSMUST00000215973	ENSMUSG00000111269	Gm47933	9	9	Gm47933	ENSMUSG00000111269	1.20467206306079	2.94418416947216	2.95014237204252	0.0153724600613383	0.0895130249947736
ENSMUST00000214668	ENSMUSG00000029184	Or12d17	17	17	Or12d17	ENSMUSG00000029184	1.14912637394242	0.517003484596342	2.94145777697071	0.0153842427858151	0.0895361347282854
ENSMUST00000213458	ENSMUSG00000096409	Or8b41	9	9	Or8b41	ENSMUSG00000096409	1.36116625073101	0.840907932924483	2.9695493638634	0.015390598368572	0.0895361347282854
ENSMUST00000086580	ENSMUSG00000053110	Yap1	9	9	Yap1	ENSMUSG00000053110	-0.701957607606476	5.51513161456963	-2.84611878268102	0.0153929382001861	0.0895361347282854
ENSMUST00000215347	ENSMUSG00000046975	Or5ap2	2	2	Or5ap2	ENSMUSG00000046975	1.77149869555345	-0.958526513116556	3.00807610467778	0.0153956669134479	0.0895361347282854
ENSMUST00000070577	ENSMUSG00000031847	1700030J22Rik	8	8	1700030J22Rik	ENSMUSG00000031847	-1.24519993396927	0.625667111862401	-2.95464486554489	0.0153978821494484	0.0895361347282854
ENSMUST00000232833	ENSMUSG00000091879	Vmn2r17	5	5	Vmn2r17	ENSMUSG00000091879	1.22904569565213	2.57520890523307	2.95230383956725	0.0154011034612084	0.0895361347282854
ENSMUST00000143216	ENSMUSG00000031595	Pdgfrl	8	8	Pdgfrl	ENSMUSG00000031595	-1.13320825296543	4.09025587261718	-2.93793591236757	0.0154089067618602	0.0895369384384382
ENSMUST00000028844	ENSMUSG00000027366	Sppl2a	2	2	Sppl2a	ENSMUSG00000027366	-0.331779872198771	7.26395288949131	-2.71337916299276	0.0154094666695218	0.0895369384384382
ENSMUST00000138587	ENSMUSG00000061462	Obscn	11	11	Obscn	ENSMUSG00000061462	0.828334563083198	2.00773931762619	2.87749569789849	0.015440404006321	0.0896836555177936
ENSMUST00000194690	ENSMUSG00000026674	Ddr2	1	1	Ddr2	ENSMUSG00000026674	-0.833607056428959	7.29987618614684	-2.8785142513245	0.0154460327879992	0.0896836555177936
ENSMUST00000237317	ENSMUSG00000024940	Ltbp3	19	19	Ltbp3	ENSMUSG00000024940	-0.795658621467486	7.01371920953391	-2.8691760262937	0.0154470746000242	0.0896836555177936
ENSMUST00000211075	ENSMUSG00000066268	Or51a5	7	7	Or51a5	ENSMUSG00000066268	1.33857693581259	1.16156265785826	2.96386330025677	0.0154595849211683	0.0897323601449415
ENSMUST00000226255	ENSMUSG00000045340	Vmn1r70	7	7	Vmn1r70	ENSMUSG00000045340	1.23439666323952	0.960297659558956	2.94970896971276	0.0154779043222752	0.0898092071238083
ENSMUST00000172435	ENSMUSG00000038552	Fndc4	5	5	Fndc4	ENSMUSG00000038552	-0.820466928400249	2.56641262011149	-2.8738578019897	0.0154810745147737	0.0898092071238083
ENSMUST00000217359	ENSMUSG00000111497	Gm38431	9	9	Gm38431	ENSMUSG00000111497	0.603712977902087	3.11071483993469	2.81102485706423	0.0154956593708515	0.0898698710234892
ENSMUST00000001479	ENSMUSG00000001440	Kpnb1	11	11	Kpnb1	ENSMUSG00000001440	-0.413414904626244	8.34800026459265	-2.7397898373063	0.0155073705929023	0.0898899220606904
ENSMUST00000022842	ENSMUSG00000022234	Cct5	15	15	Cct5	ENSMUSG00000022234	-0.412241632334174	7.26364659334372	-2.73933029295245	0.0155073740244329	0.0898899220606904
ENSMUST00000171322	ENSMUSG00000091318	Semp2l1	1	1	Semp2l1	ENSMUSG00000091318	1.25741603023295	0.505130425017618	2.9511144147014	0.015517137272866	0.0899225745820703
ENSMUST00000122398	ENSMUSG00000082873	Gm15367	X	X	Gm15367	ENSMUSG00000082873	2.20633570639408	-1.38410789859867	3.02907226666104	0.0155387725282704	0.0899888585559824
ENSMUST00000108400	ENSMUSG00000050944	Efcab5	11	11	Efcab5	ENSMUSG00000050944	1.05989768144343	0.876348258491435	2.92016408322263	0.0155433178280285	0.0899888585559824
ENSMUST00000220238	ENSMUSG00000021133	Susd6	12	12	Susd6	ENSMUSG00000021133	-0.40952657207385	7.32638139480931	-2.73669313152869	0.0155441945985868	0.0899888585559824
ENSMUST00000034846	ENSMUSG00000032300	1700017B05Rik	9	9	1700017B05Rik	ENSMUSG00000032300	-0.516555088390592	7.12606027496039	-2.77802586701557	0.0155451082596477	0.0899888585559824
ENSMUST00000129611	ENSMUSG00000026043	Col3a1	1	1	Col3a1	ENSMUSG00000026043	-1.25505244186409	10.7060110106574	-2.94902612275503	0.0155583237299524	0.0900414205870613
ENSMUST00000156400	ENSMUSG00000024571	Naa12	18	18	Naa12	ENSMUSG00000024571	-0.365828862793312	5.99460354221045	-2.71900873814118	0.0155642787119433	0.0900419973150553
ENSMUST00000029666	ENSMUSG00000028032	Papss1	3	3	Papss1	ENSMUSG00000028032	-0.376742824904258	5.10845238073561	-2.72303616111566	0.01556669474067	0.0900419973150553
ENSMUST00000019266	ENSMUSG00000019122	Ccl9	11	11	Ccl9	ENSMUSG00000019122	-0.560231513020483	7.28176622707902	-2.79270296054129	0.0155739361346007	0.0900455909861318
ENSMUST00000105350	ENSMUSG00000048696	Mex3d	10	10	Mex3d	ENSMUSG00000048696	-0.598123691310408	3.55836534467976	-2.80575526880227	0.0155755877114538	0.0900455909861318
ENSMUST00000204820	ENSMUSG00000044293	Or6c88	10	10	Or6c88	ENSMUSG00000044293	0.952773595007941	1.19407804162491	2.8985864492365	0.0155843815521169	0.0900464528211104
ENSMUST00000085679	ENSMUSG00000029622	Arpc1b	5	5	Arpc1b	ENSMUSG00000029622	-0.360018919815849	8.28242824578855	-2.71587210538721	0.015586835953695	0.0900464528211104
ENSMUST00000048016	ENSMUSG00000039357	Fut11	14	14	Fut11	ENSMUSG00000039357	-0.372647345722473	4.81247641928164	-2.72035880500295	0.0155928686541284	0.0900464528211104
ENSMUST00000173124	ENSMUSG00000007035	Msh5	17	17	Msh5	ENSMUSG00000007035	0.931300648437572	2.44353192106594	2.89359872242041	0.0155993812325424	0.0900464528211104
ENSMUST00000193145	ENSMUSG00000094505	Ighv8-6	12	12	Ighv8-6	ENSMUSG00000094505	2.23966968716495	-2.47528881340015	3.02811837340729	0.0155994621480009	0.0900464528211104
ENSMUST00000048432	ENSMUSG00000041577	Prelp	1	1	Prelp	ENSMUSG00000041577	-0.843389418146975	8.16981794037149	-2.87421962422859	0.0156010438417608	0.0900464528211104
ENSMUST00000214139	ENSMUSG00000071510	Or5k1b	16	16	Or5k1b	ENSMUSG00000071510	2.01119029395382	-0.630614961804342	3.01522773965114	0.0156046879705149	0.0900464528211104
ENSMUST00000049138	ENSMUSG00000032840	Spring1	5	5	Spring1	ENSMUSG00000032840	-0.513109381310509	3.96739751019369	-2.77355146186904	0.0156204129090606	0.0901133094478187
ENSMUST00000071885	ENSMUSG00000064137	Rhox8	X	X	Rhox8	ENSMUSG00000064137	1.53260463346603	-0.301102243294546	2.97609949944063	0.0156605355035373	0.090320842114706
ENSMUST00000213308	ENSMUSG00000045225	Or5w19	2	2	Or5w19	ENSMUSG00000045225	1.03985777352098	1.91530762882617	2.91120162927757	0.0156718228522139	0.0903327116454319
ENSMUST00000146598	ENSMUSG00000027746	Ufm1	3	3	Ufm1	ENSMUSG00000027746	-0.373907460132423	5.20422013835187	-2.71743759657226	0.0156726445449361	0.0903327116454319
ENSMUST00000027061	ENSMUSG00000025929	Il17a	1	1	Il17a	ENSMUSG00000025929	3.86105901482725	-5.20579859080554	3.07422427920821	0.0156823854627186	0.0903327116454319
ENSMUST00000191806	ENSMUSG00000039717	Ralyl	3	3	Ralyl	ENSMUSG00000039717	2.1865748000465	-2.75268787672827	3.02174204102112	0.0156830663594226	0.0903327116454319
ENSMUST00000057110	ENSMUSG00000043424	Eif3j2	18	18	Eif3j2	ENSMUSG00000043424	-0.460409882077562	4.41433150066333	-2.75073137606756	0.0156833386928042	0.0903327116454319
ENSMUST00000058716	ENSMUSG00000036817	Sun1	5	5	Sun1	ENSMUSG00000036817	-0.34695212402742	6.023994096224	-2.70671014464671	0.0156890764618938	0.0903418600180778
ENSMUST00000022497	ENSMUSG00000021930	Spryd7	14	14	Spryd7	ENSMUSG00000021930	-0.565200566322729	3.36151152955968	-2.78862153447785	0.0157126064611952	0.0904534288400691
ENSMUST00000093059	ENSMUSG00000069867	Pabpn1l	8	8	Pabpn1l	ENSMUSG00000069867	2.43091087215224	-3.08214488379227	3.03149428973961	0.015727597662685	0.0905157960116252
ENSMUST00000218162	ENSMUSG00000021135	Slc10a1	12	12	Slc10a1	ENSMUSG00000021135	0.707364856658909	2.9842071446949	2.83331973062545	0.015731960681448	0.0905169788468515
ENSMUST00000108141	ENSMUSG00000036733	Rbm42	7	7	Rbm42	ENSMUSG00000036733	-0.377935300023126	5.42704169130188	-2.71588509303816	0.0157455397205219	0.0905522294339356
ENSMUST00000072801	ENSMUSG00000058132	Vmn1r82	7	7	Vmn1r82	ENSMUSG00000058132	1.3089165264224	-0.0103750265981874	2.94791163924413	0.0157464055041742	0.0905522294339356
ENSMUST00000074876	ENSMUSG00000058402	Zfp420	7	7	Zfp420	ENSMUSG00000058402	0.688127476235143	2.27375512715955	2.8263621570021	0.0157639528548419	0.0906292003051537
ENSMUST00000229385	ENSMUSG00000022474	Pmm1	15	15	Pmm1	ENSMUSG00000022474	-0.510367660830255	3.52286128324168	-2.76610531723111	0.0157732145069248	0.09065850745638
ENSMUST00000042575	ENSMUSG00000036822	Topors	4	4	Topors	ENSMUSG00000036822	-0.525461535689442	6.32909421386545	-2.77111769087589	0.0157878354632637	0.0907185942745257
ENSMUST00000094476	ENSMUSG00000048852	Gm12185	11	11	Gm12185	ENSMUSG00000048852	0.909286153761954	1.67410966774615	2.88070246828922	0.0157959720240463	0.0907208781783504
ENSMUST00000218519	ENSMUSG00000112737	Gm4898	10	10	Gm4898	ENSMUSG00000112737	3.63205097148812	-5.07642378855005	3.06455450406846	0.0157998732728787	0.0907208781783504
ENSMUST00000066791	ENSMUSG00000054013	Tmem179	12	12	Tmem179	ENSMUSG00000054013	1.12400054048651	1.68200254686457	2.91973866717811	0.0158010721307221	0.0907208781783504
ENSMUST00000042861	ENSMUSG00000039232	Stx11	10	10	Stx11	ENSMUSG00000039232	-0.437927425519874	6.30490036842557	-2.73682171003282	0.0158049003734376	0.0907208781783504
ENSMUST00000040519	ENSMUSG00000037787	Coa8	12	12	Coa8	ENSMUSG00000037787	0.448977985444377	3.9164780500784	2.74065546423482	0.0158169502816412	0.0907661153220592
ENSMUST00000228802	ENSMUSG00000115697	Vmn1r216	13	13	Vmn1r216	ENSMUSG00000115697	1.24881482579662	2.94031792658157	2.93697535888719	0.0158214942632092	0.0907682669561502
ENSMUST00000072286	ENSMUSG00000067700	Gm5862	5	5	Gm5862	ENSMUSG00000067700	2.74707981617589	-4.11012018142479	3.03888014325946	0.0158413568950528	0.0908582777447547
ENSMUST00000096430	ENSMUSG00000071757	Zhx2	15	15	Zhx2	ENSMUSG00000071757	-0.378434463143544	5.63928812990395	-2.71100347354429	0.0158660330896775	0.090975842093352
ENSMUST00000217189	ENSMUSG00000110753	Gm18391	10	10	Gm18391	ENSMUSG00000110753	2.25788358877452	-2.35388826796305	3.01705350400561	0.0158759609356657	0.0910087997607463
ENSMUST00000101801	ENSMUSG00000075701	Selenos	7	7	Selenos	ENSMUSG00000075701	-0.470751643275517	5.46146796964084	-2.74625440669513	0.0158864168750257	0.0910447665709554
ENSMUST00000212252	ENSMUSG00000041757	Plekha6	1	1	Plekha6	ENSMUSG00000041757	-0.812568799552951	4.31505484570454	-2.85459415762969	0.0158927724406657	0.0910572214679403
ENSMUST00000042975	ENSMUSG00000034435	Tmem30b	12	12	Tmem30b	ENSMUSG00000034435	-1.04118490590681	2.33551394528561	-2.90124045331827	0.0159140978049242	0.0911374868231218
ENSMUST00000230703	ENSMUSG00000039473	Ubn1	16	16	Ubn1	ENSMUSG00000039473	-0.400201978377917	7.62891216114787	-2.71739058949201	0.015915153633176	0.0911374868231218
ENSMUST00000202818	ENSMUSG00000107337	Gm43596	5	5	Gm43596	ENSMUSG00000107337	1.51496849348357	-0.369009204276925	2.96267139991349	0.0159354612490268	0.0912103033860015
ENSMUST00000115149	ENSMUSG00000079625	Tm4sf19	16	16	Tm4sf19	ENSMUSG00000079625	-0.948106006104289	3.20836583588159	-2.8828536766433	0.0159362481205378	0.0912103033860015
ENSMUST00000033752	ENSMUSG00000019558	Slc6a8	X	X	Slc6a8	ENSMUSG00000019558	-0.629559373247413	5.61052929322841	-2.80074857212622	0.0159441576067736	0.0912147924142725
ENSMUST00000049583	ENSMUSG00000060862	Zbtb40	4	4	Zbtb40	ENSMUSG00000060862	0.383762968750742	4.4772042538623	2.70973618589358	0.015945411534481	0.0912147924142725
ENSMUST00000060551	ENSMUSG00000050982	Apol10a	15	15	Apol10a	ENSMUSG00000050982	2.22258753349447	-1.87213887303387	3.01202383038436	0.0159520660397846	0.0912288893664801
ENSMUST00000129481	ENSMUSG00000078490	Cfap74	4	4	Cfap74	ENSMUSG00000078490	0.895928280974705	2.10099012705676	2.870786771208	0.0159652950768199	0.0912669504979935
ENSMUST00000167089	ENSMUSG00000032128	Robo3	9	9	Robo3	ENSMUSG00000032128	1.35320673291352	0.48397649680205	2.94395036443559	0.0159671052014908	0.0912669504979935
ENSMUST00000050101	ENSMUSG00000046351	Zfp322a	13	13	Zfp322a	ENSMUSG00000046351	0.394250438541254	4.28485162844087	2.71271491258204	0.0159716442586351	0.0912689340679796
ENSMUST00000222488	ENSMUSG00000113878	Gm19045	12	12	Gm19045	ENSMUSG00000113878	1.63051208584305	-0.838055549751764	2.97125862474419	0.015984680114828	0.0913194582681802
ENSMUST00000201286	ENSMUSG00000078435	AU041133	10	10	AU041133	ENSMUSG00000078435	0.944559142177338	1.25182089329558	2.87988894317851	0.0159905435795817	0.0913289912945048
ENSMUST00000031492	ENSMUSG00000029518	Rab35	5	5	Rab35	ENSMUSG00000029518	-0.373500243636962	6.11218471287427	-2.70360025731005	0.0159980908934241	0.0913481339972801
ENSMUST00000020227	ENSMUSG00000020038	Cry1	10	10	Cry1	ENSMUSG00000020038	-0.39339318060596	4.97274324892373	-2.71106425963787	0.0160033502080479	0.0913542057497688
ENSMUST00000030280	ENSMUSG00000028553	Angptl3	4	4	Angptl3	ENSMUSG00000028553	1.88291704524387	0.2606752246431	2.98897483335216	0.0160243047407642	0.0914183136801169
ENSMUST00000091224	ENSMUSG00000009614	Sardh	2	2	Sardh	ENSMUSG00000009614	-0.872774016048504	3.01670477354304	-2.86321577051556	0.0160252637064077	0.0914183136801169
ENSMUST00000065308	ENSMUSG00000037458	Azin1	15	15	Azin1	ENSMUSG00000037458	-0.372034864161669	7.78493820744719	-2.70183251987993	0.0160271772605643	0.0914183136801169
ENSMUST00000149254	ENSMUSG00000001998	Ap4e1	2	2	Ap4e1	ENSMUSG00000001998	0.440042528638271	4.80962247517556	2.72814598990813	0.0160337607587982	0.0914319117968973
ENSMUST00000236751	ENSMUSG00000117699	Gm8222	19	19	Gm8222	ENSMUSG00000117699	3.94496518929474	-5.79207843808847	3.05991407124258	0.0160461615447662	0.0914635486057912
ENSMUST00000117948	ENSMUSG00000083237	Btf3-ps13	11	11	Btf3-ps13	ENSMUSG00000083237	1.55781424155575	-0.90539575485148	2.96205566720616	0.0160477106225483	0.0914635486057912
ENSMUST00000021547	ENSMUSG00000066440	Zfyve26	12	12	Zfyve26	ENSMUSG00000066440	0.328868540161141	6.30769290362408	2.68462068145657	0.0160614238036488	0.091517749032463
ENSMUST00000109350	ENSMUSG00000017734	Dbndd2	2	2	Dbndd2	ENSMUSG00000017734	-0.720515227920115	2.49084824746879	-2.82275542719914	0.0160776383542561	0.0915705105116434
ENSMUST00000042692	ENSMUSG00000062859	Tcp11	17	17	Tcp11	ENSMUSG00000062859	0.946113946937204	0.722871733781661	2.87642361998606	0.0160820594140808	0.0915705105116434
ENSMUST00000196397	ENSMUSG00000005057	Sh2b2	5	5	Sh2b2	ENSMUSG00000005057	-0.438115249994314	5.65715874909362	-2.7253036949946	0.0160843808854067	0.0915705105116434
ENSMUST00000050476	ENSMUSG00000033272	Slc35a4	18	18	Slc35a4	ENSMUSG00000033272	-0.418007877991108	5.73932618985175	-2.71724701981306	0.0160875070139186	0.0915705105116434
ENSMUST00000046687	ENSMUSG00000038156	Spon1	7	7	Spon1	ENSMUSG00000038156	-0.542885066453339	5.79001355853167	-2.76481269110051	0.016095049122576	0.0915894954251761
ENSMUST00000199277	ENSMUSG00000039883	Lrrc17	5	5	Lrrc17	ENSMUSG00000039883	-0.935365595796197	2.93477117400507	-2.87324657189993	0.0161064383678989	0.0916139608122831
ENSMUST00000226906	ENSMUSG00000022098	Bmp1	14	14	Bmp1	ENSMUSG00000022098	-0.680670829112239	6.69672633885451	-2.80983984771723	0.0161102948110452	0.0916139608122831
ENSMUST00000139062	ENSMUSG00000027901	Dennd2d	3	3	Dennd2d	ENSMUSG00000027901	0.543383233509694	4.47732481116823	2.76430194714079	0.0161119781620448	0.0916139608122831
ENSMUST00000164020	ENSMUSG00000038257	Glra3	8	8	Glra3	ENSMUSG00000038257	1.64899439862801	0.452201438643493	2.96708414218601	0.0161219457790779	0.0916139608122831
ENSMUST00000081582	ENSMUSG00000098905	Zfp953	13	13	Zfp953	ENSMUSG00000098905	0.522519036169747	3.83239769474084	2.7558905437163	0.0161305027133688	0.0916139608122831
ENSMUST00000108344	ENSMUSG00000004056	Akt2	7	7	Akt2	ENSMUSG00000004056	-0.33614886667238	6.83588612333488	-2.6835296926061	0.0161490672231479	0.0916139608122831
ENSMUST00000143571	ENSMUSG00000038366	Lasp1	11	11	Lasp1	ENSMUSG00000038366	-0.364471847417979	8.12116666428238	-2.69381240398762	0.0161516844801311	0.0916139608122831
ENSMUST00000145253	ENSMUSG00000013921	Clip3	7	7	Clip3	ENSMUSG00000013921	-0.753992418646257	4.3365436932867	-2.82881800625882	0.0161544655812483	0.0916139608122831
ENSMUST00000053373	ENSMUSG00000044359	P2ry4	X	X	P2ry4	ENSMUSG00000044359	1.28046173006473	-0.239598622107825	2.92717336471463	0.0161552215339857	0.0916139608122831
ENSMUST00000114184	ENSMUSG00000008976	Gabpa	16	16	Gabpa	ENSMUSG00000008976	-0.37005457889369	6.61091694405065	-2.69577870055827	0.0161553482049251	0.0916139608122831
ENSMUST00000024123	ENSMUSG00000023353	Agap3	5	5	Agap3	ENSMUSG00000023353	-0.385795446365819	5.63599032415794	-2.70181366947151	0.0161558318624705	0.0916139608122831
ENSMUST00000226909	ENSMUSG00000095125	Vmn1r198	13	13	Vmn1r198	ENSMUSG00000095125	1.19236582092346	1.63156549517044	2.91515078089357	0.0161570875114786	0.0916139608122831
ENSMUST00000177005	ENSMUSG00000001418	Glmp	3	3	Glmp	ENSMUSG00000001418	-0.387769858762177	6.14354366730747	-2.7025161976684	0.0161573939426235	0.0916139608122831
ENSMUST00000186409	ENSMUSG00000101462	Gm3052	1	1	Gm3052	ENSMUSG00000101462	1.22342364954179	-0.311656143014141	2.9194404228258	0.0161588644341254	0.0916139608122831
ENSMUST00000041806	ENSMUSG00000019969	Psen1	12	12	Psen1	ENSMUSG00000019969	-0.393348556819608	7.04876975579134	-2.70448120000238	0.0161624666305337	0.0916139608122831
ENSMUST00000163337	ENSMUSG00000101328	Rpl30-ps6	1	1	Rpl30-ps6	ENSMUSG00000101328	2.32174840476607	-1.67135978243272	3.00758990884196	0.0161710737855842	0.0916388908015981
ENSMUST00000177851	ENSMUSG00000036180	Gatad2a	8	8	Gatad2a	ENSMUSG00000036180	-0.400488548606866	7.31236875895534	-2.7066142980437	0.0161785915188787	0.0916576358441393
ENSMUST00000124939	ENSMUSG00000029127	Zbtb49	5	5	Zbtb49	ENSMUSG00000029127	0.603039995208146	3.49361822950811	2.78221904486765	0.0161835862755522	0.0916620812672536
ENSMUST00000236990	ENSMUSG00000024789	Jak2	19	19	Jak2	ENSMUSG00000024789	-0.379372107146439	7.10530241586029	-2.69760340624945	0.01619785798565	0.0917190543728408
ENSMUST00000189720	ENSMUSG00000099423	Gm17826	7	7	Gm17826	ENSMUSG00000099423	3.74799203801624	-5.43471832627387	3.04931024180441	0.0162080532901163	0.0917529215372889
ENSMUST00000055458	ENSMUSG00000045664	Cdc42ep2	19	19	Cdc42ep2	ENSMUSG00000045664	-0.451485039002959	4.16524324910761	-2.72496755632766	0.0162212344982513	0.0918036697415982
ENSMUST00000018625	ENSMUSG00000018481	Appbp2	11	11	Appbp2	ENSMUSG00000018481	-0.387768095782365	6.51608130945088	-2.69912216117517	0.0162402098503105	0.091887174859917
ENSMUST00000110421	ENSMUSG00000021055	Esr2	12	12	Esr2	ENSMUSG00000021055	1.31132869034198	0.879744534143425	2.92628705331832	0.0162709941078692	0.0920357636184068
ENSMUST00000220032	ENSMUSG00000035529	Prdm4	10	10	Prdm4	ENSMUSG00000035529	-0.371773687635355	5.36215826535948	-2.69153074085122	0.0162749260486343	0.0920357636184068
ENSMUST00000030971	ENSMUSG00000029090	Adgra3	5	5	Adgra3	ENSMUSG00000029090	-0.47145916577346	4.9393386073993	-2.73029604784049	0.0162822880121707	0.0920534860038902
ENSMUST00000047239	ENSMUSG00000060212	Pcnx2	8	8	Pcnx2	ENSMUSG00000060212	1.78536402535434	-1.8353976052918	2.96839618518837	0.0163511732442288	0.0924044879060871
ENSMUST00000203657	ENSMUSG00000023140	Reg2	6	6	Reg2	ENSMUSG00000023140	1.36843930939749	2.82670191798921	2.9297445281138	0.0163528611015136	0.0924044879060871
ENSMUST00000188116	ENSMUSG00000032323	Cyp11a1	9	9	Cyp11a1	ENSMUSG00000032323	0.935373474750327	2.04741827191063	2.86217012190829	0.0163785440016487	0.0925255993782811
ENSMUST00000018909	ENSMUSG00000018765	Fxr2	11	11	Fxr2	ENSMUSG00000018765	-0.37091664439326	6.00590122528146	-2.68666723516775	0.0163863652829302	0.0925457704124403
ENSMUST00000084434	ENSMUSG00000025508	Rplp2	7	7	Rplp2	ENSMUSG00000025508	-0.494834370626482	7.94750192039993	-2.73478222245219	0.016394507033318	0.0925491620054521
ENSMUST00000232576	ENSMUSG00000116962	Gm19000	16	16	Gm19000	ENSMUSG00000116962	1.59480000919026	-0.254603530650585	2.95102501706882	0.0163954674745099	0.0925491620054521
ENSMUST00000117105	ENSMUSG00000083250	Gm5403	X	X	Gm5403	ENSMUSG00000083250	1.7271878964759	0.963099387930229	2.96193680101699	0.0164002287530283	0.0925520426155864
ENSMUST00000198392	ENSMUSG00000104946	Gm19104	3	3	Gm19104	ENSMUSG00000104946	2.02704560110375	-1.62870752138516	2.98223339458379	0.0164051639840391	0.0925559031512049
ENSMUST00000108857	ENSMUSG00000018585	Atox1	11	11	Atox1	ENSMUSG00000018585	-0.444043223992871	4.1969312992869	-2.7139101119652	0.0164223020044872	0.092628590477123
ENSMUST00000044451	ENSMUSG00000054999	Naaladl1	19	19	Naaladl1	ENSMUSG00000054999	1.47768217271924	-0.0743797506818938	2.93840147388742	0.0164305313423698	0.0926299690008602
ENSMUST00000094175	ENSMUSG00000070443	Gm10291	3	3	Gm10291	ENSMUSG00000070443	-4.09189984560215	-3.45046055536807	-3.04605463293327	0.0164316642179594	0.0926299690008602
ENSMUST00000068698	ENSMUSG00000032517	Mobp	9	9	Mobp	ENSMUSG00000032517	1.24434883268595	0.392571894785734	2.91095656032638	0.0164356338303951	0.0926299690008602
ENSMUST00000174064	ENSMUSG00000002985	Apoe	7	7	Apoe	ENSMUSG00000002985	-0.498255467102029	9.76115145075242	-2.73413378503768	0.0164432504618345	0.0926299690008602
ENSMUST00000213221	ENSMUSG00000111715	Or4a73	2	2	Or4a73	ENSMUSG00000111715	1.34040546685876	1.33429045004181	2.92275121095681	0.0164438191341321	0.0926299690008602
ENSMUST00000042251	ENSMUSG00000019763	Rmnd1	10	10	Rmnd1	ENSMUSG00000019763	0.526767350181315	4.7836381454497	2.74397958018544	0.0164647629350701	0.092701177528067
ENSMUST00000213134	ENSMUSG00000057050	Or1e1f	11	11	Or1e1f	ENSMUSG00000057050	1.49262520908802	1.02102236302726	2.93841535125384	0.0164671611168914	0.092701177528067
ENSMUST00000155739	ENSMUSG00000069456	Rdh16	10	10	Rdh16	ENSMUSG00000069456	0.91634507588426	1.64938332597033	2.85455627843806	0.0164702095528691	0.092701177528067
ENSMUST00000038193	ENSMUSG00000031959	Wdr59	8	8	Wdr59	ENSMUSG00000031959	0.508261827998806	4.72550102122939	2.73664987975675	0.0164751956959982	0.092701177528067
ENSMUST00000222525	ENSMUSG00000113850	Gm47191	13	13	Gm47191	ENSMUSG00000113850	1.53817366294528	0.509976051452094	2.94242858041132	0.0164777492666553	0.092701177528067
ENSMUST00000074053	ENSMUSG00000061104	Sap18b	8	8	Sap18b	ENSMUSG00000061104	-0.532828865433518	4.749158984171	-2.74522042762462	0.016489686849921	0.0927443715051613
ENSMUST00000023806	ENSMUSG00000023045	Soat2	15	15	Soat2	ENSMUSG00000023045	0.882253285263819	1.84515501312143	2.84597934870424	0.0165017267128147	0.0927795685259126
ENSMUST00000119333	ENSMUSG00000082658	Fau-ps2	11	11	Fau-ps2	ENSMUSG00000082658	2.0384623401389	-2.37347874205864	2.97848294862455	0.0165126924911367	0.0927795685259126
ENSMUST00000217063	ENSMUSG00000094588	Or8c20	9	9	Or8c20	ENSMUSG00000094588	0.881321962527807	1.32316274872409	2.84523770995773	0.0165151574434632	0.0927795685259126
ENSMUST00000239170	ENSMUSG00000118546	Gm20348	12	12	Gm20348	ENSMUSG00000118546	3.75640035407302	-4.48213429960077	3.03636762604311	0.0165194093034922	0.0927795685259126
ENSMUST00000071760	ENSMUSG00000098505	Gm14496	2	2	Gm14496	ENSMUSG00000098505	0.898666596594369	2.62719365014517	2.84870222963088	0.0165228722678168	0.0927795685259126
ENSMUST00000144698	ENSMUSG00000075706	Gpx4	10	10	Gpx4	ENSMUSG00000075706	-0.337264436315929	6.18527865280211	-2.66862375982013	0.0165234418758991	0.0927795685259126
ENSMUST00000173181	ENSMUSG00000092340	Or11a2-ps1	17	17	Or11a2-ps1	ENSMUSG00000092340	3.52023333888797	-4.63424272515701	3.03121486496085	0.016526140290036	0.0927795685259126
ENSMUST00000160262	ENSMUSG00000071324	Armc2	10	10	Armc2	ENSMUSG00000071324	0.997193175516155	1.33192137410669	2.86811370343702	0.0165300361157457	0.0927795685259126
ENSMUST00000167804	ENSMUSG00000061374	Fiz1	7	7	Fiz1	ENSMUSG00000061374	-0.47018317934109	5.11019252421773	-2.71925651616336	0.0165450081523548	0.0928396694569763
ENSMUST00000229450	ENSMUSG00000071716	Apol7e	15	15	Apol7e	ENSMUSG00000071716	0.96670145732196	2.60095918817751	2.86123947401368	0.0165569702283121	0.0928828538548855
ENSMUST00000060271	ENSMUSG00000047861	Foxi1	11	11	Foxi1	ENSMUSG00000047861	3.59834026826668	-4.83885961394393	3.03069043654979	0.0165791364814654	0.092983245614236
